Satellite,Path,Rows,Year,JulianDay,GroundStation,Version,StDev,Mean,Median,Min,Max,Range,Sum,Variance,NumPixels,PctCloud
8,35,38,2014,222,LGN,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
8,34,38,2014,231,LGN,0,835.3484671,3844.140404,3727,1747,8085,6338,20370100,697807.0614,5776,8.258310249
8,35,38,2014,238,LGN,0,890.6954118,4372.272853,4304.5,1912,8229,6317,25254248,793338.3165,5776,0
8,34,38,2014,247,LGN,0,741.5633426,3723.093837,3626,1818,7667,5849,21504590,549916.191,5776,0
8,35,38,2014,254,LGN,0,632.5710982,3226.508137,3138,1652,6575,4923,18636311,400146.1942,5776,0
8,34,38,2014,263,LGN,0,738.0894796,3461.877645,3385,1653,6297,4644,9817885,544776.0799,5776,50.90027701
8,35,38,2014,270,LGN,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
8,34,38,2014,279,LGN,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
8,35,38,2014,286,LGN,0,577.5988807,3080.773199,3009,1619,5771,4152,17794546,333620.467,5776,0
8,34,38,2014,295,LGN,0,553.262897,3030.628636,2965,1650,5369,3719,17504911,306099.8331,5776,0
8,35,38,2014,302,LGN,0,484.9329571,2901.224377,2848.5,1657,4904,3247,16757472,235159.9728,5776,0
8,34,38,2014,311,LGN,0,464.4035278,2717.051939,2664.5,1536,4725,3189,15693692,215670.6366,5776,0
8,35,38,2014,318,LGN,0,417.3931502,2594.548303,2552,1564,4390,2826,14986111,174217.0418,5776,0
8,34,38,2014,327,LGN,0,268.6436667,2138.339117,2119,1379,3196,1817,7024444,72169.41968,5776,43.1267313
8,35,38,2014,334,LGN,0,282.673193,2049.46295,2029,1357,3054,1697,11837698,79904.13404,5776,0
8,34,38,2014,343,LGN,0,237.2814657,1970.841932,1945,1387,2890,1503,11383583,56302.49397,5776,0
8,35,38,2014,350,LGN,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
