"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","AutoArima","exclosures","PM",0.5938225326372806,-1.306132470582432,2.493777535856993,217,567,568,580,0.95,126,,3226
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","AutoArima","exclosures","PM",0.49847359746856557,-1.6330772342282773,2.6300244291654082,217,567,568,580,0.95,126,,3226
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-1.896494142088706,2.664792902531431,217,567,568,580,0.95,126,,3226
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-1.9810127113834104,2.749311471826135,217,567,568,580,0.95,126,,3226
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.0626134941237693,2.8309122545664946,217,567,568,580,0.95,126,,3226
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.1415793080947525,2.909878068537477,217,567,568,580,0.95,126,,3226
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.218150035812932,2.9864487962556563,217,567,568,580,0.95,126,,3226
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.2925312309838324,3.0608299914265578,217,567,568,580,0.95,126,,3226
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.36490062625564,3.1331993866983643,217,567,568,580,0.95,126,,3226
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.4354131358120368,3.203711896254762,217,567,568,580,0.95,126,,3226
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.5042047576104203,3.2725035180531448,217,567,568,580,0.95,126,,3226
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.5713956573714283,3.3396944178141528,217,567,568,580,0.95,126,,3226
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","AutoArima","exclosures","PM",0.38414938022136247,-2.6370926347368497,3.4053913951795742,217,567,568,580,0.95,126,,3226
