"","currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","pevGARCH","controls","DM",0.95,20.010019717541,12,29,2603,2603.01,NA,555,2022-06-16,4,2022,99,217,556,555,568,-1,NA,NA
"2","abundance","pevGARCH","controls","DM",0.95,18.8283209272227,9,30,2603,2603.01,NA,556,2022-06-16,5,2022,99,217,556,555,568,0,NA,NA
"3","abundance","pevGARCH","controls","DM",0.95,17.4317100937714,7,30,2603,2603.01,NA,557,2022-06-16,6,2022,99,217,556,555,568,1,NA,NA
"4","abundance","pevGARCH","controls","DM",0.95,16.1597215402099,6,29,2603,2603.01,NA,558,2022-06-16,7,2022,99,217,556,555,568,2,NA,NA
"5","abundance","pevGARCH","controls","DM",0.95,15.3276160429891,5,27,2603,2603.01,NA,559,2022-06-16,8,2022,99,217,556,555,568,3,NA,NA
"6","abundance","pevGARCH","controls","DM",0.95,15.1509616027236,4,28,2603,2603.01,NA,560,2022-06-16,9,2022,99,217,556,555,568,4,NA,NA
"7","abundance","pevGARCH","controls","DM",0.95,15.6104045090675,4,29,2603,2603.01,NA,561,2022-06-16,10,2022,99,217,556,555,568,5,NA,NA
"8","abundance","pevGARCH","controls","DM",0.95,16.3233123599666,4,31,2603,2603.01,NA,562,2022-06-16,11,2022,99,217,556,555,568,6,NA,NA
"9","abundance","pevGARCH","controls","DM",0.95,17.1636172189661,5,32,2603,2603.01,NA,563,2022-06-16,12,2022,99,217,556,555,568,7,NA,NA
"10","abundance","pevGARCH","controls","DM",0.95,17.7542139654942,5,32,2603,2603.01,NA,564,2022-06-16,1,2023,99,217,556,555,568,8,NA,NA
"11","abundance","pevGARCH","controls","DM",0.95,17.9576871639098,5,32,2603,2603.01,NA,565,2022-06-16,2,2023,99,217,556,555,568,9,NA,NA
"12","abundance","pevGARCH","controls","DM",0.95,17.6032669320724,5,32,2603,2603.01,NA,566,2022-06-16,3,2023,99,217,556,555,568,10,NA,NA
"13","abundance","pevGARCH","controls","DM",0.95,16.5892347537933,4,30,2603,2603.01,NA,567,2022-06-16,4,2023,99,217,556,555,568,11,NA,NA
"14","abundance","pevGARCH","controls","DM",0.95,15.8310993522165,4,28,2603,2603.01,NA,568,2022-06-16,5,2023,99,217,556,555,568,12,NA,NA
