"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-08-27",2,2020,"abundance","NaiveArima","controls","RM",0,-2.14738103649343,2.14738103649343,"1169.14",47,0.95,1169,NA,528,217,534,528,546,-6,NA,NA
"2020-08-27",3,2020,"abundance","NaiveArima","controls","RM",0,-3.0368553853918,3.0368553853918,"1169.14",47,0.95,1169,NA,529,217,534,528,546,-5,NA,NA
"2020-08-27",4,2020,"abundance","NaiveArima","controls","RM",0,-3.71937305841653,3.71937305841653,"1169.14",47,0.95,1169,NA,530,217,534,528,546,-4,NA,NA
"2020-08-27",5,2020,"abundance","NaiveArima","controls","RM",0,-4.29476207298685,4.29476207298685,"1169.14",47,0.95,1169,NA,531,217,534,528,546,-3,NA,NA
"2020-08-27",6,2020,"abundance","NaiveArima","controls","RM",0,-4.80168997119326,4.80168997119326,"1169.14",47,0.95,1169,NA,532,217,534,528,546,-2,NA,NA
"2020-08-27",7,2020,"abundance","NaiveArima","controls","RM",0,-5.25998782273776,5.25998782273776,"1169.14",47,0.95,1169,NA,533,217,534,528,546,-1,NA,NA
"2020-08-27",8,2020,"abundance","NaiveArima","controls","RM",0,-5.68143619265772,5.68143619265772,"1169.14",47,0.95,1169,NA,534,217,534,528,546,0,NA,NA
"2020-08-27",9,2020,"abundance","NaiveArima","controls","RM",0,-6.0737107707836,6.0737107707836,"1169.14",47,0.95,1169,NA,535,217,534,528,546,1,NA,NA
"2020-08-27",10,2020,"abundance","NaiveArima","controls","RM",0,-6.44214310948028,6.44214310948028,"1169.14",47,0.95,1169,NA,536,217,534,528,546,2,NA,NA
"2020-08-27",11,2020,"abundance","NaiveArima","controls","RM",0,-6.79061507957238,6.79061507957238,"1169.14",47,0.95,1169,NA,537,217,534,528,546,3,NA,NA
"2020-08-27",12,2020,"abundance","NaiveArima","controls","RM",0,-7.12205717997317,7.12205717997317,"1169.14",47,0.95,1169,NA,538,217,534,528,546,4,NA,NA
"2020-08-27",1,2021,"abundance","NaiveArima","controls","RM",0,-7.43874611683307,7.43874611683307,"1169.14",47,0.95,1169,NA,539,217,534,528,546,5,NA,NA
"2020-08-27",2,2021,"abundance","NaiveArima","controls","RM",0,-7.74249243503606,7.74249243503606,"1169.14",47,0.95,1169,NA,540,217,534,528,546,6,NA,NA
"2020-08-27",3,2021,"abundance","NaiveArima","controls","RM",0,-8.03476411741391,8.03476411741391,"1169.14",47,0.95,1169,NA,541,217,534,528,546,7,NA,NA
"2020-08-27",4,2021,"abundance","NaiveArima","controls","RM",0,-8.31677099230066,8.31677099230066,"1169.14",47,0.95,1169,NA,542,217,534,528,546,8,NA,NA
"2020-08-27",5,2021,"abundance","NaiveArima","controls","RM",0,-8.58952414597371,8.58952414597371,"1169.14",47,0.95,1169,NA,543,217,534,528,546,9,NA,NA
"2020-08-27",6,2021,"abundance","NaiveArima","controls","RM",0,-8.85387883191073,8.85387883191073,"1169.14",47,0.95,1169,NA,544,217,534,528,546,10,NA,NA
"2020-08-27",7,2021,"abundance","NaiveArima","controls","RM",0,-9.11056615617539,9.11056615617539,"1169.14",47,0.95,1169,NA,545,217,534,528,546,11,NA,NA
"2020-08-27",8,2021,"abundance","NaiveArima","controls","RM",0,-9.36021693135047,9.36021693135047,"1169.14",47,0.95,1169,NA,546,217,534,528,546,12,NA,NA
