"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH","exclosures","PF",0.698856567094571,0,6,0.95,534,"534.09",,528,2020-02-13,2,2020,23,217,527,528,539,1,,
"abundance","nbsGARCH","exclosures","PF",1.21696285170309,0,3,0.95,534,"534.09",,529,2020-02-13,3,2020,23,217,527,528,539,2,,
"abundance","nbsGARCH","exclosures","PF",1.61762470455697,0,10,0.95,534,"534.09",,530,2020-02-13,4,2020,23,217,527,528,539,3,,
"abundance","nbsGARCH","exclosures","PF",1.87603533090701,0,5,0.95,534,"534.09",,531,2020-02-13,5,2020,23,217,527,528,539,4,,
"abundance","nbsGARCH","exclosures","PF",1.94754865565634,0,3,0.95,534,"534.09",,532,2020-02-13,6,2020,23,217,527,528,539,5,,
"abundance","nbsGARCH","exclosures","PF",1.83462806891466,0,3,0.95,534,"534.09",,533,2020-02-13,7,2020,23,217,527,528,539,6,,
"abundance","nbsGARCH","exclosures","PF",1.61613991981613,0,3,0.95,534,"534.09",,534,2020-02-13,8,2020,23,217,527,528,539,7,,
"abundance","nbsGARCH","exclosures","PF",1.38180982483834,0,4,0.95,534,"534.09",,535,2020-02-13,9,2020,23,217,527,528,539,8,,
"abundance","nbsGARCH","exclosures","PF",1.20699657743764,0,8,0.95,534,"534.09",,536,2020-02-13,10,2020,23,217,527,528,539,9,,
"abundance","nbsGARCH","exclosures","PF",1.11830298150064,0,5,0.95,534,"534.09",,537,2020-02-13,11,2020,23,217,527,528,539,10,,
"abundance","nbsGARCH","exclosures","PF",1.12008606716118,0,4,0.95,534,"534.09",,538,2020-02-13,12,2020,23,217,527,528,539,11,,
"abundance","nbsGARCH","exclosures","PF",1.2102018158463,0,3,0.95,534,"534.09",,539,2020-02-13,1,2021,23,217,527,528,539,12,,
