"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","exclosures","OL",0.009,0,0.033,0.95,2027,"2027.05",,551,2022-01-06,1,2022,78,217,551,551,563,0,,
"abundance","jags_RW","exclosures","OL",0.013,0,0.05,0.95,2027,"2027.05",,552,2022-01-06,2,2022,78,217,551,551,563,1,,
"abundance","jags_RW","exclosures","OL",0.018,0,0.064,0.95,2027,"2027.05",,553,2022-01-06,3,2022,78,217,551,551,563,2,,
"abundance","jags_RW","exclosures","OL",0.027,0,0.084,0.95,2027,"2027.05",,554,2022-01-06,4,2022,78,217,551,551,563,3,,
"abundance","jags_RW","exclosures","OL",0.034,0,0.102,0.95,2027,"2027.05",,555,2022-01-06,4,2022,78,217,551,551,563,4,,
"abundance","jags_RW","exclosures","OL",0.044,0,0.122,0.95,2027,"2027.05",,556,2022-01-06,5,2022,78,217,551,551,563,5,,
"abundance","jags_RW","exclosures","OL",0.056,0,0.127,0.95,2027,"2027.05",,557,2022-01-06,6,2022,78,217,551,551,563,6,,
"abundance","jags_RW","exclosures","OL",0.068,0,0.151,0.95,2027,"2027.05",,558,2022-01-06,7,2022,78,217,551,551,563,7,,
"abundance","jags_RW","exclosures","OL",0.081,0,0.177,0.95,2027,"2027.05",,559,2022-01-06,8,2022,78,217,551,551,563,8,,
"abundance","jags_RW","exclosures","OL",0.106,0,0.208,0.95,2027,"2027.05",,560,2022-01-06,9,2022,78,217,551,551,563,9,,
"abundance","jags_RW","exclosures","OL",0.151,0,0.235,0.95,2027,"2027.05",,561,2022-01-06,10,2022,78,217,551,551,563,10,,
"abundance","jags_RW","exclosures","OL",0.169,0,0.262,0.95,2027,"2027.05",,562,2022-01-06,11,2022,78,217,551,551,563,11,,
"abundance","jags_RW","exclosures","OL",0.206,0,0.289,0.95,2027,"2027.05",,563,2022-01-06,12,2022,78,217,551,551,563,12,,
