"","currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","pevGARCH","controls","DM",0.95,12.8460655829469,7,21,2801,2801.01,NA,559,2022-08-18,8,2022,108,217,558,559,570,1,NA,NA
"2","abundance","pevGARCH","controls","DM",0.95,13.119523706774,6,23,2801,2801.01,NA,560,2022-08-18,9,2022,108,217,558,559,570,2,NA,NA
"3","abundance","pevGARCH","controls","DM",0.95,13.905683805653,5,26,2801,2801.01,NA,561,2022-08-18,10,2022,108,217,558,559,570,3,NA,NA
"4","abundance","pevGARCH","controls","DM",0.95,14.9190111842057,5,28,2801,2801.01,NA,562,2022-08-18,11,2022,108,217,558,559,570,4,NA,NA
"5","abundance","pevGARCH","controls","DM",0.95,16.0094417117435,5,29,2801,2801.01,NA,563,2022-08-18,12,2022,108,217,558,559,570,5,NA,NA
"6","abundance","pevGARCH","controls","DM",0.95,16.9753799314592,5,31,2801,2801.01,NA,564,2022-08-18,1,2023,108,217,558,559,570,6,NA,NA
"7","abundance","pevGARCH","controls","DM",0.95,17.2991786880394,5,31,2801,2801.01,NA,565,2022-08-18,2,2023,108,217,558,559,570,7,NA,NA
"8","abundance","pevGARCH","controls","DM",0.95,17.1534650152915,5,32,2801,2801.01,NA,566,2022-08-18,3,2023,108,217,558,559,570,8,NA,NA
"9","abundance","pevGARCH","controls","DM",0.95,16.2731745545033,5,30,2801,2801.01,NA,567,2022-08-18,4,2023,108,217,558,559,570,9,NA,NA
"10","abundance","pevGARCH","controls","DM",0.95,15.3512979995769,4,28,2801,2801.01,NA,568,2022-08-18,5,2023,108,217,558,559,570,10,NA,NA
"11","abundance","pevGARCH","controls","DM",0.95,14.5681502055492,3,27,2801,2801.01,NA,569,2022-08-18,6,2023,108,217,558,559,570,11,NA,NA
"12","abundance","pevGARCH","controls","DM",0.95,13.9843714386589,3,25,2801,2801.01,NA,570,2022-08-18,7,2023,108,217,558,559,570,12,NA,NA
