"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH","controls","DM",15.9549899878944,9,25,0.95,1952,1952.01,NA,550,2021-12-16,12,2021,75,217,550,550,562,0,NA,NA
"2","abundance","nbGARCH","controls","DM",15.9052866703811,7,28,0.95,1952,1952.01,NA,551,2021-12-16,1,2022,75,217,550,550,562,1,NA,NA
"3","abundance","nbGARCH","controls","DM",15.8517713515163,6,29,0.95,1952,1952.01,NA,552,2021-12-16,2,2022,75,217,550,550,562,2,NA,NA
"4","abundance","nbGARCH","controls","DM",15.7922767960001,5,30,0.95,1952,1952.01,NA,553,2021-12-16,3,2022,75,217,550,550,562,3,NA,NA
"5","abundance","nbGARCH","controls","DM",15.7266160516898,5,29,0.95,1952,1952.01,NA,554,2021-12-16,4,2022,75,217,550,550,562,4,NA,NA
"6","abundance","nbGARCH","controls","DM",15.6544371632826,4,30,0.95,1952,1952.01,NA,555,2021-12-16,4,2022,75,217,550,550,562,5,NA,NA
"7","abundance","nbGARCH","controls","DM",15.5751047976378,4,31,0.95,1952,1952.01,NA,556,2021-12-16,5,2022,75,217,550,550,562,6,NA,NA
"8","abundance","nbGARCH","controls","DM",15.4877214961812,4,31,0.95,1952,1952.01,NA,557,2021-12-16,6,2022,75,217,550,550,562,7,NA,NA
"9","abundance","nbGARCH","controls","DM",15.4393735025404,4,30,0.95,1952,1952.01,NA,558,2021-12-16,7,2022,75,217,550,550,562,8,NA,NA
"10","abundance","nbGARCH","controls","DM",15.399942132279,4,29,0.95,1952,1952.01,NA,559,2021-12-16,8,2022,75,217,550,550,562,9,NA,NA
"11","abundance","nbGARCH","controls","DM",15.3677380043293,4,30,0.95,1952,1952.01,NA,560,2021-12-16,9,2022,75,217,550,550,562,10,NA,NA
"12","abundance","nbGARCH","controls","DM",15.3616161896374,4,30,0.95,1952,1952.01,NA,561,2021-12-16,10,2022,75,217,550,550,562,11,NA,NA
"13","abundance","nbGARCH","controls","DM",15.4587199002814,5,30,0.95,1952,1952.01,NA,562,2021-12-16,11,2022,75,217,550,550,562,12,NA,NA
