"cast_id","cast_group","cast_date","start_moon","end_moon","lead_time","model","dataset","portalcasting_version","QAQC","notes"
584,25,"2020-02-20",217,527,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
585,25,"2020-02-20",217,527,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
586,25,"2020-02-20",217,527,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
587,25,"2020-02-20",217,527,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
588,25,"2020-02-20",217,527,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
589,25,"2020-02-20",217,527,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
590,25,"2020-02-20",217,527,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
591,25,"2020-02-20",217,527,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
592,26,"2020-02-27",217,528,12,"AutoArima","all","0.17.1",TRUE,NA
593,26,"2020-02-27",217,528,12,"AutoArima","controls","0.17.1",TRUE,NA
594,26,"2020-02-27",217,528,12,"AutoArima","exclosures","0.17.1",TRUE,NA
595,26,"2020-02-27",217,528,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
596,26,"2020-02-27",217,528,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
597,26,"2020-02-27",217,528,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
598,26,"2020-02-27",217,528,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
599,26,"2020-02-27",217,528,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
600,26,"2020-02-27",217,528,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
601,26,"2020-02-27",217,528,12,"jags_RW","all","0.17.1",TRUE,NA
602,26,"2020-02-27",217,528,12,"jags_RW","controls","0.17.1",TRUE,NA
603,26,"2020-02-27",217,528,12,"jags_RW","exclosures","0.17.1",TRUE,NA
604,26,"2020-02-27",217,528,12,"NaiveArima","all","0.17.1",TRUE,NA
605,26,"2020-02-27",217,528,12,"NaiveArima","controls","0.17.1",TRUE,NA
606,26,"2020-02-27",217,528,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
607,26,"2020-02-27",217,528,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
608,26,"2020-02-27",217,528,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
609,26,"2020-02-27",217,528,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
610,26,"2020-02-27",217,528,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
611,26,"2020-02-27",217,528,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
612,26,"2020-02-27",217,528,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
613,26,"2020-02-27",217,528,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
614,26,"2020-02-27",217,528,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
615,26,"2020-02-27",217,528,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
616,26,"2020-02-27",217,528,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
617,26,"2020-02-27",217,528,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
618,26,"2020-02-27",217,528,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
619,27,"2020-03-06",217,528,12,"AutoArima","all","0.17.1",TRUE,NA
620,27,"2020-03-06",217,528,12,"AutoArima","controls","0.17.1",TRUE,NA
621,27,"2020-03-06",217,528,12,"AutoArima","exclosures","0.17.1",TRUE,NA
622,27,"2020-03-06",217,528,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
623,27,"2020-03-06",217,528,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
624,27,"2020-03-06",217,528,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
625,27,"2020-03-06",217,528,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
626,27,"2020-03-06",217,528,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
627,27,"2020-03-06",217,528,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
628,27,"2020-03-06",217,528,12,"NaiveArima","all","0.17.1",TRUE,NA
629,27,"2020-03-06",217,528,12,"NaiveArima","controls","0.17.1",TRUE,NA
630,27,"2020-03-06",217,528,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
631,27,"2020-03-06",217,528,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
632,27,"2020-03-06",217,528,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
633,27,"2020-03-06",217,528,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
634,27,"2020-03-06",217,528,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
635,27,"2020-03-06",217,528,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
636,27,"2020-03-06",217,528,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
637,27,"2020-03-06",217,528,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
638,27,"2020-03-06",217,528,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
639,27,"2020-03-06",217,528,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
640,27,"2020-03-06",217,528,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
641,27,"2020-03-06",217,528,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
642,27,"2020-03-06",217,528,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
643,28,"2020-03-12",217,528,12,"AutoArima","all","0.17.1",TRUE,NA
644,28,"2020-03-12",217,528,12,"AutoArima","controls","0.17.1",TRUE,NA
645,28,"2020-03-12",217,528,12,"AutoArima","exclosures","0.17.1",TRUE,NA
646,28,"2020-03-12",217,528,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
647,28,"2020-03-12",217,528,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
648,28,"2020-03-12",217,528,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
649,28,"2020-03-12",217,528,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
650,28,"2020-03-12",217,528,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
651,28,"2020-03-12",217,528,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
652,28,"2020-03-12",217,528,12,"jags_RW","all","0.17.1",TRUE,NA
653,28,"2020-03-12",217,528,12,"jags_RW","controls","0.17.1",TRUE,NA
654,28,"2020-03-12",217,528,12,"jags_RW","exclosures","0.17.1",TRUE,NA
655,28,"2020-03-12",217,528,12,"NaiveArima","all","0.17.1",TRUE,NA
656,28,"2020-03-12",217,528,12,"NaiveArima","controls","0.17.1",TRUE,NA
657,28,"2020-03-12",217,528,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
658,28,"2020-03-12",217,528,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
659,28,"2020-03-12",217,528,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
660,28,"2020-03-12",217,528,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
661,28,"2020-03-12",217,528,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
662,28,"2020-03-12",217,528,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
663,28,"2020-03-12",217,528,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
664,28,"2020-03-12",217,528,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
665,28,"2020-03-12",217,528,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
666,28,"2020-03-12",217,528,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
667,28,"2020-03-12",217,528,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
668,28,"2020-03-12",217,528,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
669,28,"2020-03-12",217,528,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
670,29,"2020-03-19",217,528,12,"AutoArima","all","0.17.1",TRUE,NA
671,29,"2020-03-19",217,528,12,"AutoArima","controls","0.17.1",TRUE,NA
672,29,"2020-03-19",217,528,12,"AutoArima","exclosures","0.17.1",TRUE,NA
673,29,"2020-03-19",217,528,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
674,29,"2020-03-19",217,528,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
675,29,"2020-03-19",217,528,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
676,29,"2020-03-19",217,528,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
677,29,"2020-03-19",217,528,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
678,29,"2020-03-19",217,528,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
679,29,"2020-03-19",217,528,12,"jags_RW","all","0.17.1",TRUE,NA
680,29,"2020-03-19",217,528,12,"jags_RW","controls","0.17.1",TRUE,NA
681,29,"2020-03-19",217,528,12,"jags_RW","exclosures","0.17.1",TRUE,NA
682,29,"2020-03-19",217,528,12,"NaiveArima","all","0.17.1",TRUE,NA
683,29,"2020-03-19",217,528,12,"NaiveArima","controls","0.17.1",TRUE,NA
684,29,"2020-03-19",217,528,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
685,29,"2020-03-19",217,528,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
686,29,"2020-03-19",217,528,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
687,29,"2020-03-19",217,528,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
688,29,"2020-03-19",217,528,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
689,29,"2020-03-19",217,528,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
690,29,"2020-03-19",217,528,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
691,29,"2020-03-19",217,528,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
692,29,"2020-03-19",217,528,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
693,29,"2020-03-19",217,528,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
694,29,"2020-03-19",217,528,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
695,29,"2020-03-19",217,528,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
696,29,"2020-03-19",217,528,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
697,30,"2020-04-02",217,529,12,"AutoArima","all","0.17.1",TRUE,NA
698,30,"2020-04-02",217,529,12,"AutoArima","controls","0.17.1",TRUE,NA
699,30,"2020-04-02",217,529,12,"AutoArima","exclosures","0.17.1",TRUE,NA
700,30,"2020-04-02",217,529,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
701,30,"2020-04-02",217,529,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
702,30,"2020-04-02",217,529,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
703,30,"2020-04-02",217,529,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
704,30,"2020-04-02",217,529,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
705,30,"2020-04-02",217,529,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
706,30,"2020-04-02",217,529,12,"jags_RW","all","0.17.1",TRUE,NA
707,30,"2020-04-02",217,529,12,"jags_RW","controls","0.17.1",TRUE,NA
708,30,"2020-04-02",217,529,12,"jags_RW","exclosures","0.17.1",TRUE,NA
709,30,"2020-04-02",217,529,12,"NaiveArima","all","0.17.1",TRUE,NA
710,30,"2020-04-02",217,529,12,"NaiveArima","controls","0.17.1",TRUE,NA
711,30,"2020-04-02",217,529,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
712,30,"2020-04-02",217,529,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
713,30,"2020-04-02",217,529,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
714,30,"2020-04-02",217,529,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
715,30,"2020-04-02",217,529,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
716,30,"2020-04-02",217,529,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
717,30,"2020-04-02",217,529,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
718,30,"2020-04-02",217,529,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
719,30,"2020-04-02",217,529,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
720,30,"2020-04-02",217,529,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
721,30,"2020-04-02",217,529,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
722,30,"2020-04-02",217,529,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
723,30,"2020-04-02",217,529,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
724,31,"2020-04-09",217,529,12,"AutoArima","all","0.17.1",TRUE,NA
725,31,"2020-04-09",217,529,12,"AutoArima","controls","0.17.1",TRUE,NA
726,31,"2020-04-09",217,529,12,"AutoArima","exclosures","0.17.1",TRUE,NA
727,31,"2020-04-09",217,529,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
728,31,"2020-04-09",217,529,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
729,31,"2020-04-09",217,529,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
730,31,"2020-04-09",217,529,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
731,31,"2020-04-09",217,529,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
732,31,"2020-04-09",217,529,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
733,31,"2020-04-09",217,529,12,"jags_RW","all","0.17.1",TRUE,NA
734,31,"2020-04-09",217,529,12,"jags_RW","controls","0.17.1",TRUE,NA
735,31,"2020-04-09",217,529,12,"jags_RW","exclosures","0.17.1",TRUE,NA
736,31,"2020-04-09",217,529,12,"NaiveArima","all","0.17.1",TRUE,NA
737,31,"2020-04-09",217,529,12,"NaiveArima","controls","0.17.1",TRUE,NA
738,31,"2020-04-09",217,529,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
739,31,"2020-04-09",217,529,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
740,31,"2020-04-09",217,529,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
741,31,"2020-04-09",217,529,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
742,31,"2020-04-09",217,529,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
743,31,"2020-04-09",217,529,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
744,31,"2020-04-09",217,529,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
745,31,"2020-04-09",217,529,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
746,31,"2020-04-09",217,529,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
747,31,"2020-04-09",217,529,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
748,31,"2020-04-09",217,529,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
749,31,"2020-04-09",217,529,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
750,31,"2020-04-09",217,529,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
751,32,"2020-05-07",217,530,12,"AutoArima","all","0.17.1",TRUE,NA
752,32,"2020-05-07",217,530,12,"AutoArima","controls","0.17.1",TRUE,NA
753,32,"2020-05-07",217,530,12,"AutoArima","exclosures","0.17.1",TRUE,NA
754,32,"2020-05-07",217,530,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
755,32,"2020-05-07",217,530,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
756,32,"2020-05-07",217,530,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
757,32,"2020-05-07",217,530,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
758,32,"2020-05-07",217,530,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
759,32,"2020-05-07",217,530,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
760,32,"2020-05-07",217,530,12,"jags_RW","all","0.17.1",TRUE,NA
761,32,"2020-05-07",217,530,12,"jags_RW","controls","0.17.1",TRUE,NA
762,32,"2020-05-07",217,530,12,"jags_RW","exclosures","0.17.1",TRUE,NA
763,32,"2020-05-07",217,530,12,"NaiveArima","all","0.17.1",TRUE,NA
764,32,"2020-05-07",217,530,12,"NaiveArima","controls","0.17.1",TRUE,NA
765,32,"2020-05-07",217,530,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
766,32,"2020-05-07",217,530,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
767,32,"2020-05-07",217,530,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
768,32,"2020-05-07",217,530,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
769,32,"2020-05-07",217,530,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
770,32,"2020-05-07",217,530,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
771,32,"2020-05-07",217,530,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
772,32,"2020-05-07",217,530,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
773,32,"2020-05-07",217,530,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
774,32,"2020-05-07",217,530,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
775,32,"2020-05-07",217,530,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
776,32,"2020-05-07",217,530,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
777,32,"2020-05-07",217,530,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
778,33,"2020-05-14",217,530,12,"AutoArima","all","0.17.1",TRUE,NA
779,33,"2020-05-14",217,530,12,"AutoArima","controls","0.17.1",TRUE,NA
780,33,"2020-05-14",217,530,12,"AutoArima","exclosures","0.17.1",TRUE,NA
781,33,"2020-05-14",217,530,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
782,33,"2020-05-14",217,530,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
783,33,"2020-05-14",217,530,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
784,33,"2020-05-14",217,530,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
785,33,"2020-05-14",217,530,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
786,33,"2020-05-14",217,530,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
787,33,"2020-05-14",217,530,12,"jags_RW","all","0.17.1",TRUE,NA
788,33,"2020-05-14",217,530,12,"jags_RW","controls","0.17.1",TRUE,NA
789,33,"2020-05-14",217,530,12,"jags_RW","exclosures","0.17.1",TRUE,NA
790,33,"2020-05-14",217,530,12,"NaiveArima","all","0.17.1",TRUE,NA
791,33,"2020-05-14",217,530,12,"NaiveArima","controls","0.17.1",TRUE,NA
792,33,"2020-05-14",217,530,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
793,33,"2020-05-14",217,530,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
794,33,"2020-05-14",217,530,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
795,33,"2020-05-14",217,530,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
796,33,"2020-05-14",217,530,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
797,33,"2020-05-14",217,530,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
798,33,"2020-05-14",217,530,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
799,33,"2020-05-14",217,530,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
800,33,"2020-05-14",217,530,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
801,33,"2020-05-14",217,530,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
802,33,"2020-05-14",217,530,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
803,33,"2020-05-14",217,530,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
804,33,"2020-05-14",217,530,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
805,34,"2020-05-21",217,530,12,"AutoArima","all","0.17.1",TRUE,NA
806,34,"2020-05-21",217,530,12,"AutoArima","controls","0.17.1",TRUE,NA
807,34,"2020-05-21",217,530,12,"AutoArima","exclosures","0.17.1",TRUE,NA
808,34,"2020-05-21",217,530,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
809,34,"2020-05-21",217,530,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
810,34,"2020-05-21",217,530,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
811,34,"2020-05-21",217,530,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
812,34,"2020-05-21",217,530,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
813,34,"2020-05-21",217,530,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
814,34,"2020-05-21",217,530,12,"jags_RW","all","0.17.1",TRUE,NA
815,34,"2020-05-21",217,530,12,"jags_RW","controls","0.17.1",TRUE,NA
816,34,"2020-05-21",217,530,12,"jags_RW","exclosures","0.17.1",TRUE,NA
817,34,"2020-05-21",217,530,12,"NaiveArima","all","0.17.1",TRUE,NA
818,34,"2020-05-21",217,530,12,"NaiveArima","controls","0.17.1",TRUE,NA
819,34,"2020-05-21",217,530,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
820,34,"2020-05-21",217,530,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
821,34,"2020-05-21",217,530,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
822,34,"2020-05-21",217,530,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
823,34,"2020-05-21",217,530,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
824,34,"2020-05-21",217,530,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
825,34,"2020-05-21",217,530,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
826,34,"2020-05-21",217,530,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
827,34,"2020-05-21",217,530,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
828,34,"2020-05-21",217,530,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
829,34,"2020-05-21",217,530,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
830,34,"2020-05-21",217,530,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
831,34,"2020-05-21",217,530,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
832,35,"2020-05-28",217,531,12,"AutoArima","all","0.17.1",TRUE,NA
833,35,"2020-05-28",217,531,12,"AutoArima","controls","0.17.1",TRUE,NA
834,35,"2020-05-28",217,531,12,"AutoArima","exclosures","0.17.1",TRUE,NA
835,35,"2020-05-28",217,531,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
836,35,"2020-05-28",217,531,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
837,35,"2020-05-28",217,531,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
838,35,"2020-05-28",217,531,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
839,35,"2020-05-28",217,531,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
840,35,"2020-05-28",217,531,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
841,35,"2020-05-28",217,531,12,"jags_RW","all","0.17.1",TRUE,NA
842,35,"2020-05-28",217,531,12,"jags_RW","controls","0.17.1",TRUE,NA
843,35,"2020-05-28",217,531,12,"jags_RW","exclosures","0.17.1",TRUE,NA
844,35,"2020-05-28",217,531,12,"NaiveArima","all","0.17.1",TRUE,NA
845,35,"2020-05-28",217,531,12,"NaiveArima","controls","0.17.1",TRUE,NA
846,35,"2020-05-28",217,531,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
847,35,"2020-05-28",217,531,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
848,35,"2020-05-28",217,531,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
849,35,"2020-05-28",217,531,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
850,35,"2020-05-28",217,531,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
851,35,"2020-05-28",217,531,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
852,35,"2020-05-28",217,531,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
853,35,"2020-05-28",217,531,12,"pevGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
854,35,"2020-05-28",217,531,12,"pevGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
855,35,"2020-05-28",217,531,12,"pevGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
856,35,"2020-05-28",217,531,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
857,35,"2020-05-28",217,531,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
858,35,"2020-05-28",217,531,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
859,36,"2020-06-04",217,531,12,"AutoArima","all","0.17.1",TRUE,NA
860,36,"2020-06-04",217,531,12,"AutoArima","controls","0.17.1",TRUE,NA
861,36,"2020-06-04",217,531,12,"AutoArima","exclosures","0.17.1",TRUE,NA
862,36,"2020-06-04",217,531,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
863,36,"2020-06-04",217,531,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
864,36,"2020-06-04",217,531,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
865,36,"2020-06-04",217,531,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
866,36,"2020-06-04",217,531,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
867,36,"2020-06-04",217,531,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
