"cast_id","cast_group","cast_date","start_moon","end_moon","lead_time","model","dataset","portalcasting_version","QAQC","notes"
1407,56,"2020-12-10",217,537,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1408,56,"2020-12-10",217,537,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1409,56,"2020-12-10",217,537,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1410,56,"2020-12-10",217,537,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1411,56,"2020-12-10",217,537,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1412,56,"2020-12-10",217,537,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1413,56,"2020-12-10",217,537,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1414,56,"2020-12-10",217,537,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1415,56,"2020-12-10",217,537,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1416,56,"2020-12-10",217,537,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1417,57,"2020-12-17",217,538,12,"AutoArima","all","0.17.1",TRUE,NA
1418,57,"2020-12-17",217,538,12,"AutoArima","controls","0.17.1",TRUE,NA
1419,57,"2020-12-17",217,538,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1420,57,"2020-12-17",217,538,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1421,57,"2020-12-17",217,538,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1422,57,"2020-12-17",217,538,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1423,57,"2020-12-17",217,538,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1424,57,"2020-12-17",217,538,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1425,57,"2020-12-17",217,538,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1426,57,"2020-12-17",217,538,12,"jags_RW","all","0.17.1",TRUE,NA
1427,57,"2020-12-17",217,538,12,"jags_RW","controls","0.17.1",TRUE,NA
1428,57,"2020-12-17",217,538,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1429,57,"2020-12-17",217,538,12,"NaiveArima","all","0.17.1",TRUE,NA
1430,57,"2020-12-17",217,538,12,"NaiveArima","controls","0.17.1",TRUE,NA
1431,57,"2020-12-17",217,538,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1432,57,"2020-12-17",217,538,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1433,57,"2020-12-17",217,538,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1434,57,"2020-12-17",217,538,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1435,57,"2020-12-17",217,538,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1436,57,"2020-12-17",217,538,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1437,57,"2020-12-17",217,538,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1438,57,"2020-12-17",217,538,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1439,57,"2020-12-17",217,538,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1440,57,"2020-12-17",217,538,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1441,58,"2021-01-14",217,539,12,"AutoArima","all","0.17.1",TRUE,NA
1442,58,"2021-01-14",217,539,12,"AutoArima","controls","0.17.1",TRUE,NA
1443,58,"2021-01-14",217,539,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1444,58,"2021-01-14",217,539,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1445,58,"2021-01-14",217,539,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1446,58,"2021-01-14",217,539,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1447,58,"2021-01-14",217,539,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1448,58,"2021-01-14",217,539,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1449,58,"2021-01-14",217,539,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1450,58,"2021-01-14",217,539,12,"jags_RW","all","0.17.1",TRUE,NA
1451,58,"2021-01-14",217,539,12,"jags_RW","controls","0.17.1",TRUE,NA
1452,58,"2021-01-14",217,539,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1453,58,"2021-01-14",217,539,12,"NaiveArima","all","0.17.1",TRUE,NA
1454,58,"2021-01-14",217,539,12,"NaiveArima","controls","0.17.1",TRUE,NA
1455,58,"2021-01-14",217,539,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1456,58,"2021-01-14",217,539,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1457,58,"2021-01-14",217,539,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1458,58,"2021-01-14",217,539,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1459,58,"2021-01-14",217,539,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1460,58,"2021-01-14",217,539,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1461,58,"2021-01-14",217,539,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1462,58,"2021-01-14",217,539,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1463,58,"2021-01-14",217,539,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1464,58,"2021-01-14",217,539,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1465,59,"2021-01-21",217,539,12,"AutoArima","all","0.17.1",TRUE,NA
1466,59,"2021-01-21",217,539,12,"AutoArima","controls","0.17.1",TRUE,NA
1467,59,"2021-01-21",217,539,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1468,59,"2021-01-21",217,539,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1469,59,"2021-01-21",217,539,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1470,59,"2021-01-21",217,539,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1471,59,"2021-01-21",217,539,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1472,59,"2021-01-21",217,539,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1473,59,"2021-01-21",217,539,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1474,59,"2021-01-21",217,539,12,"jags_RW","all","0.17.1",TRUE,NA
1475,59,"2021-01-21",217,539,12,"jags_RW","controls","0.17.1",TRUE,NA
1476,59,"2021-01-21",217,539,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1477,59,"2021-01-21",217,539,12,"NaiveArima","all","0.17.1",TRUE,NA
1478,59,"2021-01-21",217,539,12,"NaiveArima","controls","0.17.1",TRUE,NA
1479,59,"2021-01-21",217,539,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1480,59,"2021-01-21",217,539,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1481,59,"2021-01-21",217,539,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1482,59,"2021-01-21",217,539,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1483,59,"2021-01-21",217,539,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1484,59,"2021-01-21",217,539,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1485,59,"2021-01-21",217,539,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1486,59,"2021-01-21",217,539,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1487,59,"2021-01-21",217,539,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1488,59,"2021-01-21",217,539,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1489,60,"2021-01-28",217,539,12,"AutoArima","all","0.17.1",TRUE,NA
1490,60,"2021-01-28",217,539,12,"AutoArima","controls","0.17.1",TRUE,NA
1491,60,"2021-01-28",217,539,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1492,60,"2021-01-28",217,539,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1493,60,"2021-01-28",217,539,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1494,60,"2021-01-28",217,539,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1495,60,"2021-01-28",217,539,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1496,60,"2021-01-28",217,539,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1497,60,"2021-01-28",217,539,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1498,60,"2021-01-28",217,539,12,"jags_RW","all","0.17.1",TRUE,NA
1499,60,"2021-01-28",217,539,12,"jags_RW","controls","0.17.1",TRUE,NA
1500,60,"2021-01-28",217,539,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1501,60,"2021-01-28",217,539,12,"NaiveArima","all","0.17.1",TRUE,NA
1502,60,"2021-01-28",217,539,12,"NaiveArima","controls","0.17.1",TRUE,NA
1503,60,"2021-01-28",217,539,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1504,60,"2021-01-28",217,539,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1505,60,"2021-01-28",217,539,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1506,60,"2021-01-28",217,539,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1507,60,"2021-01-28",217,539,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1508,60,"2021-01-28",217,539,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1509,60,"2021-01-28",217,539,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1510,60,"2021-01-28",217,539,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1511,60,"2021-01-28",217,539,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1512,60,"2021-01-28",217,539,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1513,61,"2021-02-05",217,539,12,"AutoArima","all","0.17.1",TRUE,NA
1514,61,"2021-02-05",217,539,12,"AutoArima","controls","0.17.1",TRUE,NA
1515,61,"2021-02-05",217,539,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1516,61,"2021-02-05",217,539,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1517,61,"2021-02-05",217,539,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1518,61,"2021-02-05",217,539,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1519,61,"2021-02-05",217,539,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1520,61,"2021-02-05",217,539,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1521,61,"2021-02-05",217,539,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1522,61,"2021-02-05",217,539,12,"jags_RW","all","0.17.1",TRUE,NA
1523,61,"2021-02-05",217,539,12,"jags_RW","controls","0.17.1",TRUE,NA
1524,61,"2021-02-05",217,539,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1525,61,"2021-02-05",217,539,12,"NaiveArima","all","0.17.1",TRUE,NA
1526,61,"2021-02-05",217,539,12,"NaiveArima","controls","0.17.1",TRUE,NA
1527,61,"2021-02-05",217,539,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1528,61,"2021-02-05",217,539,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1529,61,"2021-02-05",217,539,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1530,61,"2021-02-05",217,539,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1531,61,"2021-02-05",217,539,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1532,61,"2021-02-05",217,539,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1533,61,"2021-02-05",217,539,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1534,61,"2021-02-05",217,539,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1535,61,"2021-02-05",217,539,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1536,61,"2021-02-05",217,539,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1537,62,"2021-08-05",217,545,12,"AutoArima","all","0.17.1",TRUE,NA
1538,62,"2021-08-05",217,545,12,"AutoArima","controls","0.17.1",TRUE,NA
1539,62,"2021-08-05",217,545,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1540,62,"2021-08-05",217,545,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1541,62,"2021-08-05",217,545,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1542,62,"2021-08-05",217,545,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1543,62,"2021-08-05",217,545,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1544,62,"2021-08-05",217,545,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1545,62,"2021-08-05",217,545,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1546,62,"2021-08-05",217,545,12,"jags_RW","all","0.17.1",TRUE,NA
1547,62,"2021-08-05",217,545,12,"jags_RW","controls","0.17.1",TRUE,NA
1548,62,"2021-08-05",217,545,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1549,62,"2021-08-05",217,545,12,"NaiveArima","all","0.17.1",TRUE,NA
1550,62,"2021-08-05",217,545,12,"NaiveArima","controls","0.17.1",TRUE,NA
1551,62,"2021-08-05",217,545,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1552,62,"2021-08-05",217,545,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1553,62,"2021-08-05",217,545,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1554,62,"2021-08-05",217,545,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1555,62,"2021-08-05",217,545,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1556,62,"2021-08-05",217,545,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1557,62,"2021-08-05",217,545,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1558,62,"2021-08-05",217,545,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1559,62,"2021-08-05",217,545,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1560,62,"2021-08-05",217,545,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1561,63,"2021-09-16",217,547,12,"AutoArima","all","0.17.1",TRUE,NA
1562,63,"2021-09-16",217,547,12,"AutoArima","controls","0.17.1",TRUE,NA
1563,63,"2021-09-16",217,547,12,"AutoArima","exclosures","0.17.1",TRUE,NA
1564,63,"2021-09-16",217,547,12,"ESSS","all","0.17.1",TRUE,"model fit on interpolated data"
1565,63,"2021-09-16",217,547,12,"ESSS","controls","0.17.1",TRUE,"model fit on interpolated data"
1566,63,"2021-09-16",217,547,12,"ESSS","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1567,63,"2021-09-16",217,547,12,"GPEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1568,63,"2021-09-16",217,547,12,"GPEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1569,63,"2021-09-16",217,547,12,"GPEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1570,63,"2021-09-16",217,547,12,"jags_RW","all","0.17.1",TRUE,NA
1571,63,"2021-09-16",217,547,12,"jags_RW","controls","0.17.1",TRUE,NA
1572,63,"2021-09-16",217,547,12,"jags_RW","exclosures","0.17.1",TRUE,NA
1573,63,"2021-09-16",217,547,12,"NaiveArima","all","0.17.1",TRUE,NA
1574,63,"2021-09-16",217,547,12,"NaiveArima","controls","0.17.1",TRUE,NA
1575,63,"2021-09-16",217,547,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
1576,63,"2021-09-16",217,547,12,"nbGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1577,63,"2021-09-16",217,547,12,"nbGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1578,63,"2021-09-16",217,547,12,"nbGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1579,63,"2021-09-16",217,547,12,"nbsGARCH","all","0.17.1",TRUE,"model fit on interpolated data"
1580,63,"2021-09-16",217,547,12,"nbsGARCH","controls","0.17.1",TRUE,"model fit on interpolated data"
1581,63,"2021-09-16",217,547,12,"nbsGARCH","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1582,63,"2021-09-16",217,547,12,"simplexEDM","all","0.17.1",TRUE,"model fit on interpolated data"
1583,63,"2021-09-16",217,547,12,"simplexEDM","controls","0.17.1",TRUE,"model fit on interpolated data"
1584,63,"2021-09-16",217,547,12,"simplexEDM","exclosures","0.17.1",TRUE,"model fit on interpolated data"
1585,64,"2021-09-17",217,547,12,"AutoArima","all","0.21.2",TRUE,NA
1586,64,"2021-09-17",217,547,12,"AutoArima","controls","0.21.2",TRUE,NA
1587,64,"2021-09-17",217,547,12,"AutoArima","exclosures","0.21.2",TRUE,NA
1588,64,"2021-09-17",217,547,12,"AutoArima","dm_controls","0.21.2",TRUE,NA
1589,64,"2021-09-17",217,547,12,"ESSS","all","0.21.2",TRUE,"model fit on interpolated data"
1590,64,"2021-09-17",217,547,12,"ESSS","controls","0.21.2",TRUE,"model fit on interpolated data"
1591,64,"2021-09-17",217,547,12,"ESSS","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1592,64,"2021-09-17",217,547,12,"ESSS","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1593,64,"2021-09-17",217,547,12,"GPEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1594,64,"2021-09-17",217,547,12,"GPEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1595,64,"2021-09-17",217,547,12,"GPEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1596,64,"2021-09-17",217,547,12,"GPEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1597,64,"2021-09-17",217,547,12,"jags_RW","all","0.21.2",TRUE,NA
1598,64,"2021-09-17",217,547,12,"jags_RW","controls","0.21.2",TRUE,NA
1599,64,"2021-09-17",217,547,12,"jags_RW","exclosures","0.21.2",TRUE,NA
1600,64,"2021-09-17",217,547,12,"jags_RW","dm_controls","0.21.2",TRUE,NA
1601,64,"2021-09-17",217,547,12,"NaiveArima","all","0.21.2",TRUE,NA
1602,64,"2021-09-17",217,547,12,"NaiveArima","controls","0.21.2",TRUE,NA
1603,64,"2021-09-17",217,547,12,"NaiveArima","exclosures","0.21.2",TRUE,NA
1604,64,"2021-09-17",217,547,12,"NaiveArima","dm_controls","0.21.2",TRUE,NA
1605,64,"2021-09-17",217,547,12,"nbGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1606,64,"2021-09-17",217,547,12,"nbGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1607,64,"2021-09-17",217,547,12,"nbGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1608,64,"2021-09-17",217,547,12,"nbGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1609,64,"2021-09-17",217,547,12,"nbsGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1610,64,"2021-09-17",217,547,12,"nbsGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1611,64,"2021-09-17",217,547,12,"nbsGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1612,64,"2021-09-17",217,547,12,"nbsGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1613,64,"2021-09-17",217,547,12,"simplexEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1614,64,"2021-09-17",217,547,12,"simplexEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1615,64,"2021-09-17",217,547,12,"simplexEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1616,64,"2021-09-17",217,547,12,"simplexEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1617,65,"2021-09-18",217,547,12,"AutoArima","all","0.21.2",TRUE,NA
1618,65,"2021-09-18",217,547,12,"AutoArima","controls","0.21.2",TRUE,NA
1619,65,"2021-09-18",217,547,12,"AutoArima","exclosures","0.21.2",TRUE,NA
1620,65,"2021-09-18",217,547,12,"AutoArima","dm_controls","0.21.2",TRUE,NA
1621,65,"2021-09-18",217,547,12,"ESSS","all","0.21.2",TRUE,"model fit on interpolated data"
1622,65,"2021-09-18",217,547,12,"ESSS","controls","0.21.2",TRUE,"model fit on interpolated data"
1623,65,"2021-09-18",217,547,12,"ESSS","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1624,65,"2021-09-18",217,547,12,"ESSS","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1625,65,"2021-09-18",217,547,12,"GPEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1626,65,"2021-09-18",217,547,12,"GPEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1627,65,"2021-09-18",217,547,12,"GPEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1628,65,"2021-09-18",217,547,12,"GPEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1629,65,"2021-09-18",217,547,12,"jags_RW","all","0.21.2",TRUE,NA
1630,65,"2021-09-18",217,547,12,"jags_RW","controls","0.21.2",TRUE,NA
1631,65,"2021-09-18",217,547,12,"jags_RW","exclosures","0.21.2",TRUE,NA
1632,65,"2021-09-18",217,547,12,"jags_RW","dm_controls","0.21.2",TRUE,NA
1633,65,"2021-09-18",217,547,12,"NaiveArima","all","0.21.2",TRUE,NA
1634,65,"2021-09-18",217,547,12,"NaiveArima","controls","0.21.2",TRUE,NA
1635,65,"2021-09-18",217,547,12,"NaiveArima","exclosures","0.21.2",TRUE,NA
1636,65,"2021-09-18",217,547,12,"NaiveArima","dm_controls","0.21.2",TRUE,NA
1637,65,"2021-09-18",217,547,12,"nbGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1638,65,"2021-09-18",217,547,12,"nbGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1639,65,"2021-09-18",217,547,12,"nbGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1640,65,"2021-09-18",217,547,12,"nbGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1641,65,"2021-09-18",217,547,12,"nbsGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1642,65,"2021-09-18",217,547,12,"nbsGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1643,65,"2021-09-18",217,547,12,"nbsGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1644,65,"2021-09-18",217,547,12,"nbsGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1645,65,"2021-09-18",217,547,12,"simplexEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1646,65,"2021-09-18",217,547,12,"simplexEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1647,65,"2021-09-18",217,547,12,"simplexEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1648,65,"2021-09-18",217,547,12,"simplexEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1649,66,"2021-09-19",217,547,12,"AutoArima","all","0.21.2",TRUE,NA
1650,66,"2021-09-19",217,547,12,"AutoArima","controls","0.21.2",TRUE,NA
1651,66,"2021-09-19",217,547,12,"AutoArima","exclosures","0.21.2",TRUE,NA
1652,66,"2021-09-19",217,547,12,"AutoArima","dm_controls","0.21.2",TRUE,NA
1653,66,"2021-09-19",217,547,12,"ESSS","all","0.21.2",TRUE,"model fit on interpolated data"
1654,66,"2021-09-19",217,547,12,"ESSS","controls","0.21.2",TRUE,"model fit on interpolated data"
1655,66,"2021-09-19",217,547,12,"ESSS","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1656,66,"2021-09-19",217,547,12,"ESSS","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1657,66,"2021-09-19",217,547,12,"GPEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1658,66,"2021-09-19",217,547,12,"GPEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1659,66,"2021-09-19",217,547,12,"GPEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1660,66,"2021-09-19",217,547,12,"GPEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1661,66,"2021-09-19",217,547,12,"jags_RW","all","0.21.2",TRUE,NA
1662,66,"2021-09-19",217,547,12,"jags_RW","controls","0.21.2",TRUE,NA
1663,66,"2021-09-19",217,547,12,"jags_RW","exclosures","0.21.2",TRUE,NA
1664,66,"2021-09-19",217,547,12,"jags_RW","dm_controls","0.21.2",TRUE,NA
1665,66,"2021-09-19",217,547,12,"NaiveArima","all","0.21.2",TRUE,NA
1666,66,"2021-09-19",217,547,12,"NaiveArima","controls","0.21.2",TRUE,NA
1667,66,"2021-09-19",217,547,12,"NaiveArima","exclosures","0.21.2",TRUE,NA
1668,66,"2021-09-19",217,547,12,"NaiveArima","dm_controls","0.21.2",TRUE,NA
1669,66,"2021-09-19",217,547,12,"nbGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1670,66,"2021-09-19",217,547,12,"nbGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1671,66,"2021-09-19",217,547,12,"nbGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1672,66,"2021-09-19",217,547,12,"nbGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1673,66,"2021-09-19",217,547,12,"nbsGARCH","all","0.21.2",TRUE,"model fit on interpolated data"
1674,66,"2021-09-19",217,547,12,"nbsGARCH","controls","0.21.2",TRUE,"model fit on interpolated data"
1675,66,"2021-09-19",217,547,12,"nbsGARCH","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1676,66,"2021-09-19",217,547,12,"nbsGARCH","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1677,66,"2021-09-19",217,547,12,"simplexEDM","all","0.21.2",TRUE,"model fit on interpolated data"
1678,66,"2021-09-19",217,547,12,"simplexEDM","controls","0.21.2",TRUE,"model fit on interpolated data"
1679,66,"2021-09-19",217,547,12,"simplexEDM","exclosures","0.21.2",TRUE,"model fit on interpolated data"
1680,66,"2021-09-19",217,547,12,"simplexEDM","dm_controls","0.21.2",TRUE,"model fit on interpolated data"
1681,67,"2021-09-20",217,547,12,"AutoArima","all","0.21.2",TRUE,NA
1682,67,"2021-09-20",217,547,12,"AutoArima","controls","0.21.2",TRUE,NA
1683,67,"2021-09-20",217,547,12,"AutoArima","exclosures","0.21.2",TRUE,NA
1684,67,"2021-09-20",217,547,12,"AutoArima","dm_controls","0.21.2",TRUE,NA
1685,67,"2021-09-20",217,547,12,"ESSS","all","0.21.2",TRUE,"model fit on interpolated data"
1686,67,"2021-09-20",217,547,12,"ESSS","controls","0.21.2",TRUE,"model fit on interpolated data"
