"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-23",2,2023,"abundance","jags_logistic","controls","DM",14.134,2.953,25.331,120,0.95,"3055.1",3055,NA,565,217,565,565,577,0,NA,NA
"2023-02-23",3,2023,"abundance","jags_logistic","controls","DM",14.133,2.938,25.332,120,0.95,"3055.1",3055,NA,566,217,565,565,577,1,NA,NA
"2023-02-23",4,2023,"abundance","jags_logistic","controls","DM",14.131,2.92,25.332,120,0.95,"3055.1",3055,NA,567,217,565,565,577,2,NA,NA
"2023-02-23",5,2023,"abundance","jags_logistic","controls","DM",14.13,2.905,25.336,120,0.95,"3055.1",3055,NA,568,217,565,565,577,3,NA,NA
"2023-02-23",6,2023,"abundance","jags_logistic","controls","DM",14.129,2.889,25.343,120,0.95,"3055.1",3055,NA,569,217,565,565,577,4,NA,NA
"2023-02-23",7,2023,"abundance","jags_logistic","controls","DM",14.128,2.872,25.345,120,0.95,"3055.1",3055,NA,570,217,565,565,577,5,NA,NA
"2023-02-23",8,2023,"abundance","jags_logistic","controls","DM",14.127,2.856,25.347,120,0.95,"3055.1",3055,NA,571,217,565,565,577,6,NA,NA
"2023-02-23",9,2023,"abundance","jags_logistic","controls","DM",14.125,2.841,25.353,120,0.95,"3055.1",3055,NA,572,217,565,565,577,7,NA,NA
"2023-02-23",10,2023,"abundance","jags_logistic","controls","DM",14.124,2.825,25.355,120,0.95,"3055.1",3055,NA,573,217,565,565,577,8,NA,NA
"2023-02-23",11,2023,"abundance","jags_logistic","controls","DM",14.123,2.811,25.36,120,0.95,"3055.1",3055,NA,574,217,565,565,577,9,NA,NA
"2023-02-23",12,2023,"abundance","jags_logistic","controls","DM",14.122,2.796,25.363,120,0.95,"3055.1",3055,NA,575,217,565,565,577,10,NA,NA
"2023-02-23",1,2024,"abundance","jags_logistic","controls","DM",14.121,2.78,25.365,120,0.95,"3055.1",3055,NA,576,217,565,565,577,11,NA,NA
"2023-02-23",2,2024,"abundance","jags_logistic","controls","DM",14.119,2.764,25.37,120,0.95,"3055.1",3055,NA,577,217,565,565,577,12,NA,NA
