"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","OL",0.95,0.15388959912215,0,1,3091,"3091.04",,565,2023-03-02,2,2023,121,217,565,565,577,0,,
"abundance","pevGARCH","exclosures","OL",0.95,0.177472432825941,0,1,3091,"3091.04",,566,2023-03-02,3,2023,121,217,565,565,577,1,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181085259108796,0,1,3091,"3091.04",,567,2023-03-02,4,2023,121,217,565,565,577,2,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181638709226497,0,1,3091,"3091.04",,568,2023-03-02,5,2023,121,217,565,565,577,3,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181853203615611,0,1,3091,"3091.04",,569,2023-03-02,6,2023,121,217,565,565,577,4,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181886085271525,0,1,3091,"3091.04",,570,2023-03-02,7,2023,121,217,565,565,577,5,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181761387170181,0,1,3091,"3091.04",,571,2023-03-02,8,2023,121,217,565,565,577,6,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181742284785315,0,1,3091,"3091.04",,572,2023-03-02,9,2023,121,217,565,565,577,7,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181739358508248,0,1,3091,"3091.04",,573,2023-03-02,10,2023,121,217,565,565,577,8,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181738910234493,0,1,3091,"3091.04",,574,2023-03-02,11,2023,121,217,565,565,577,9,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181738841563839,0,1,3091,"3091.04",,575,2023-03-02,12,2023,121,217,565,565,577,10,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181738831044244,0,1,3091,"3091.04",,576,2023-03-02,1,2024,121,217,565,565,577,11,,
"abundance","pevGARCH","exclosures","OL",0.95,0.181738829432756,0,1,3091,"3091.04",,577,2023-03-02,2,2024,121,217,565,565,577,12,,
