"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",19.946,11.957,28.738,0.95,2112,2112.01,NA,552,2022-02-10,1,2022,81,217,552,552,564,0,NA,NA
"2","abundance","jags_RW","controls","DM",33.328,0.223,117.235,0.95,2112,2112.01,NA,553,2022-02-10,3,2022,81,217,552,552,564,1,NA,NA
"3","abundance","jags_RW","controls","DM",43.718,1.472,196.9,0.95,2112,2112.01,NA,554,2022-02-10,4,2022,81,217,552,552,564,2,NA,NA
"4","abundance","jags_RW","controls","DM",49.033,0.82,196.9,0.95,2112,2112.01,NA,555,2022-02-10,4,2022,81,217,552,552,564,3,NA,NA
"5","abundance","jags_RW","controls","DM",51.702,0.489,196.9,0.95,2112,2112.01,NA,556,2022-02-10,5,2022,81,217,552,552,564,4,NA,NA
"6","abundance","jags_RW","controls","DM",52.907,0.278,196.9,0.95,2112,2112.01,NA,557,2022-02-10,6,2022,81,217,552,552,564,5,NA,NA
"7","abundance","jags_RW","controls","DM",53.608,0.162,196.9,0.95,2112,2112.01,NA,558,2022-02-10,7,2022,81,217,552,552,564,6,NA,NA
"8","abundance","jags_RW","controls","DM",53.891,0.086,196.9,0.95,2112,2112.01,NA,559,2022-02-10,8,2022,81,217,552,552,564,7,NA,NA
"9","abundance","jags_RW","controls","DM",52.672,0.038,196.9,0.95,2112,2112.01,NA,560,2022-02-10,9,2022,81,217,552,552,564,8,NA,NA
"10","abundance","jags_RW","controls","DM",51.998,0.001,196.9,0.95,2112,2112.01,NA,561,2022-02-10,10,2022,81,217,552,552,564,9,NA,NA
"11","abundance","jags_RW","controls","DM",50.956,0,196.9,0.95,2112,2112.01,NA,562,2022-02-10,11,2022,81,217,552,552,564,10,NA,NA
"12","abundance","jags_RW","controls","DM",50.081,0,196.9,0.95,2112,2112.01,NA,563,2022-02-10,12,2022,81,217,552,552,564,11,NA,NA
"13","abundance","jags_RW","controls","DM",49.68,0,196.9,0.95,2112,2112.01,NA,564,2022-02-10,1,2023,81,217,552,552,564,12,NA,NA
