"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-06-09",4,2022,"abundance","AutoArima","exclosures","BA",98,0.95,8.65061493325337e-07,-1.44270080190248,1.44270253202547,"2562.1",2562,NA,555,217,556,555,568,-1,NA,NA
"2022-06-09",5,2022,"abundance","AutoArima","exclosures","BA",98,0.95,1.2605636532925e-06,-1.58636721061194,1.58636973173925,"2562.1",2562,NA,556,217,556,555,568,0,NA,NA
"2022-06-09",6,2022,"abundance","AutoArima","exclosures","BA",98,0.95,1.65606581325965e-06,-1.71806171669415,1.71806502882578,"2562.1",2562,NA,557,217,556,555,568,1,NA,NA
"2022-06-09",7,2022,"abundance","AutoArima","exclosures","BA",98,0.95,2.05156797322681e-06,-1.84035622314342,1.84036032627937,"2562.1",2562,NA,558,217,556,555,568,2,NA,NA
"2022-06-09",8,2022,"abundance","AutoArima","exclosures","BA",98,0.95,2.447070133194e-06,-1.9550155594398,1.95502045358007,"2562.1",2562,NA,559,217,556,555,568,3,NA,NA
"2022-06-09",9,2022,"abundance","AutoArima","exclosures","BA",98,0.95,2.84257229316115e-06,-2.06331299177238,2.06331867691696,"2562.1",2562,NA,560,217,556,555,568,4,NA,NA
"2022-06-09",10,2022,"abundance","AutoArima","exclosures","BA",98,0.95,3.23807445312831e-06,-2.1662029060256,2.1662093821745,"2562.1",2562,NA,561,217,556,555,568,5,NA,NA
"2022-06-09",11,2022,"abundance","AutoArima","exclosures","BA",98,0.95,3.63357661309547e-06,-2.26442253771186,2.26442980486508,"2562.1",2562,NA,562,217,556,555,568,6,NA,NA
"2022-06-09",12,2022,"abundance","AutoArima","exclosures","BA",98,0.95,4.02907877306266e-06,-2.3585554278134,2.35856348597095,"2562.1",2562,NA,563,217,556,555,568,7,NA,NA
"2022-06-09",1,2023,"abundance","AutoArima","exclosures","BA",98,0.95,4.42458093302981e-06,-2.44907285843299,2.44908170759486,"2562.1",2562,NA,564,217,556,555,568,8,NA,NA
"2022-06-09",2,2023,"abundance","AutoArima","exclosures","BA",98,0.95,4.82008309299697e-06,-2.53636194453401,2.5363715847002,"2562.1",2562,NA,565,217,556,555,568,9,NA,NA
"2022-06-09",3,2023,"abundance","AutoArima","exclosures","BA",98,0.95,5.21558525296413e-06,-2.62074528591877,2.62075571708928,"2562.1",2562,NA,566,217,556,555,568,10,NA,NA
"2022-06-09",4,2023,"abundance","AutoArima","exclosures","BA",98,0.95,5.61108741293129e-06,-2.70249508597318,2.702506308148,"2562.1",2562,NA,567,217,556,555,568,11,NA,NA
"2022-06-09",5,2023,"abundance","AutoArima","exclosures","BA",98,0.95,6.00658957289847e-06,-2.7818435299764,2.78185554315555,"2562.1",2562,NA,568,217,556,555,568,12,NA,NA
