"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","exclosures","PM",0.043,0,0.278,0.95,1915,"1915.13",,549,2021-11-11,11,2021,74,217,549,549,561,0,,
"abundance","jags_RW","exclosures","PM",0.059,0,0.342,0.95,1915,"1915.13",,550,2021-11-11,12,2021,74,217,549,549,561,1,,
"abundance","jags_RW","exclosures","PM",0.079,0,0.421,0.95,1915,"1915.13",,551,2021-11-11,1,2022,74,217,549,549,561,2,,
"abundance","jags_RW","exclosures","PM",0.1,0,0.49,0.95,1915,"1915.13",,552,2021-11-11,2,2022,74,217,549,549,561,3,,
"abundance","jags_RW","exclosures","PM",0.127,0,0.57,0.95,1915,"1915.13",,553,2021-11-11,3,2022,74,217,549,549,561,4,,
"abundance","jags_RW","exclosures","PM",0.158,0,0.641,0.95,1915,"1915.13",,554,2021-11-11,4,2022,74,217,549,549,561,5,,
"abundance","jags_RW","exclosures","PM",0.196,0,0.735,0.95,1915,"1915.13",,555,2021-11-11,4,2022,74,217,549,549,561,6,,
"abundance","jags_RW","exclosures","PM",0.239,0,0.845,0.95,1915,"1915.13",,556,2021-11-11,5,2022,74,217,549,549,561,7,,
"abundance","jags_RW","exclosures","PM",0.304,0,0.974,0.95,1915,"1915.13",,557,2021-11-11,6,2022,74,217,549,549,561,8,,
"abundance","jags_RW","exclosures","PM",0.353,0,1.096,0.95,1915,"1915.13",,558,2021-11-11,7,2022,74,217,549,549,561,9,,
"abundance","jags_RW","exclosures","PM",0.426,0,1.279,0.95,1915,"1915.13",,559,2021-11-11,8,2022,74,217,549,549,561,10,,
"abundance","jags_RW","exclosures","PM",0.523,0,1.466,0.95,1915,"1915.13",,560,2021-11-11,9,2022,74,217,549,549,561,11,,
"abundance","jags_RW","exclosures","PM",0.657,0,1.69,0.95,1915,"1915.13",,561,2021-11-11,10,2022,74,217,549,549,561,12,,
