"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",15.054204604451,8,23,2749,2749.01,NA,558,2022-08-04,7,2022,106,217,558,558,570,0,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",15.098034848038,6,27,2749,2749.01,NA,559,2022-08-04,8,2022,106,217,558,558,570,1,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",15.1334038765211,5,27,2749,2749.01,NA,560,2022-08-04,9,2022,106,217,558,558,570,2,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",15.1876818359705,4,27,2749,2749.01,NA,561,2022-08-04,10,2022,106,217,558,558,570,3,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",15.3626282711534,4,29,2749,2749.01,NA,562,2022-08-04,11,2022,106,217,558,558,570,4,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",15.5463620900549,4,29,2749,2749.01,NA,563,2022-08-04,12,2022,106,217,558,558,570,5,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",15.709077816,4,29,2749,2749.01,NA,564,2022-08-04,1,2023,106,217,558,558,570,6,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",15.8762188126114,4,31,2749,2749.01,NA,565,2022-08-04,2,2023,106,217,558,558,570,7,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",16.0527694364645,4,31,2749,2749.01,NA,566,2022-08-04,3,2023,106,217,558,558,570,8,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",16.1342474991967,4,30,2749,2749.01,NA,567,2022-08-04,4,2023,106,217,558,558,570,9,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",16.1753556532068,5,30,2749,2749.01,NA,568,2022-08-04,5,2023,106,217,558,558,570,10,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",16.1807202464493,4,30,2749,2749.01,NA,569,2022-08-04,6,2023,106,217,558,558,570,11,NA,NA
"13","abundance","nbGARCH",0.95,"controls","DM",16.1548881444916,4,30,2749,2749.01,NA,570,2022-08-04,7,2023,106,217,558,558,570,12,NA,NA
