"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH",0.95,"controls","DM",20.5661189831682,13,30,2403,2403.01,NA,552,2022-04-21,1,2022,91,217,554,552,566,-2,NA,NA
"2","abundance","nbsGARCH",0.95,"controls","DM",20.6059871111705,10,33,2403,2403.01,NA,553,2022-04-21,3,2022,91,217,554,552,566,-1,NA,NA
"3","abundance","nbsGARCH",0.95,"controls","DM",19.9472041808002,8,34,2403,2403.01,NA,554,2022-04-21,4,2022,91,217,554,552,566,0,NA,NA
"4","abundance","nbsGARCH",0.95,"controls","DM",18.7084930645869,7,33,2403,2403.01,NA,555,2022-04-21,4,2022,91,217,554,552,566,1,NA,NA
"5","abundance","nbsGARCH",0.95,"controls","DM",17.1771920855565,6,31,2403,2403.01,NA,556,2022-04-21,5,2022,91,217,554,552,566,2,NA,NA
"6","abundance","nbsGARCH",0.95,"controls","DM",15.7277208873453,5,29,2403,2403.01,NA,557,2022-04-21,6,2022,91,217,554,552,566,3,NA,NA
"7","abundance","nbsGARCH",0.95,"controls","DM",14.6245111406186,4,28,2403,2403.01,NA,558,2022-04-21,7,2022,91,217,554,552,566,4,NA,NA
"8","abundance","nbsGARCH",0.95,"controls","DM",14.0311543822277,3,27,2403,2403.01,NA,559,2022-04-21,8,2022,91,217,554,552,566,5,NA,NA
"9","abundance","nbsGARCH",0.95,"controls","DM",14.0149970168668,3,27,2403,2403.01,NA,560,2022-04-21,9,2022,91,217,554,552,566,6,NA,NA
"10","abundance","nbsGARCH",0.95,"controls","DM",14.5311572946297,3,28,2403,2403.01,NA,561,2022-04-21,10,2022,91,217,554,552,566,7,NA,NA
"11","abundance","nbsGARCH",0.95,"controls","DM",15.4653550137448,4,29,2403,2403.01,NA,562,2022-04-21,11,2022,91,217,554,552,566,8,NA,NA
"12","abundance","nbsGARCH",0.95,"controls","DM",16.6102111040593,4,32,2403,2403.01,NA,563,2022-04-21,12,2022,91,217,554,552,566,9,NA,NA
"13","abundance","nbsGARCH",0.95,"controls","DM",17.6740307333309,4,33,2403,2403.01,NA,564,2022-04-21,1,2023,91,217,554,552,566,10,NA,NA
"14","abundance","nbsGARCH",0.95,"controls","DM",18.3079634920939,4,35,2403,2403.01,NA,565,2022-04-21,2,2023,91,217,554,552,566,11,NA,NA
"15","abundance","nbsGARCH",0.95,"controls","DM",18.2976520394886,4,35,2403,2403.01,NA,566,2022-04-21,3,2023,91,217,554,552,566,12,NA,NA
