"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","PE",0.180041401466259,-1.76065055347523,2.12073335640774,0.95,390,"390.08",,527,2020-01-24,1,2020,18,217,526,527,538,1,,
"abundance","AutoArima","exclosures","PE",0.298409596451818,-1.79590890174054,2.39272809464418,0.95,390,"390.08",,528,2020-01-24,2,2020,18,217,526,527,538,2,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.835020874613,2.47801299376335,0.95,390,"390.08",,529,2020-01-24,3,2020,18,217,526,527,538,3,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.86409965615178,2.50709177530213,0.95,390,"390.08",,530,2020-01-24,4,2020,18,217,526,527,538,4,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.8927965989882,2.53578871813855,0.95,390,"390.08",,531,2020-01-24,5,2020,18,217,526,527,538,5,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.92112636137119,2.56411848052153,0.95,390,"390.08",,532,2020-01-24,6,2020,18,217,526,527,538,6,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.9491026870322,2.59209480618255,0.95,390,"390.08",,533,2020-01-24,7,2020,18,217,526,527,538,7,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-1.97673848312464,2.61973060227499,0.95,390,"390.08",,534,2020-01-24,8,2020,18,217,526,527,538,8,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-2.00404588982549,2.64703800897584,0.95,390,"390.08",,535,2020-01-24,9,2020,18,217,526,527,538,9,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-2.03103634266415,2.67402846181449,0.95,390,"390.08",,536,2020-01-24,10,2020,18,217,526,527,538,10,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-2.05772062848616,2.70071274763651,0.95,390,"390.08",,537,2020-01-24,11,2020,18,217,526,527,538,11,,
"abundance","AutoArima","exclosures","PE",0.321496059575174,-2.08410893582893,2.72710105497928,0.95,390,"390.08",,538,2020-01-24,12,2020,18,217,526,527,538,12,,
