"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","all","DS",0.032,0,0.198,0.95,2310,"2310.04",,552,2022-03-31,1,2022,88,217,553,552,565,-1,,
"abundance","jags_RW","all","DS",0.039,0,0.235,0.95,2310,"2310.04",,553,2022-03-31,3,2022,88,217,553,552,565,0,,
"abundance","jags_RW","all","DS",0.048,0,0.277,0.95,2310,"2310.04",,554,2022-03-31,4,2022,88,217,553,552,565,1,,
"abundance","jags_RW","all","DS",0.056,0,0.31,0.95,2310,"2310.04",,555,2022-03-31,4,2022,88,217,553,552,565,2,,
"abundance","jags_RW","all","DS",0.065,0,0.355,0.95,2310,"2310.04",,556,2022-03-31,5,2022,88,217,553,552,565,3,,
"abundance","jags_RW","all","DS",0.077,0,0.397,0.95,2310,"2310.04",,557,2022-03-31,6,2022,88,217,553,552,565,4,,
"abundance","jags_RW","all","DS",0.086,0,0.435,0.95,2310,"2310.04",,558,2022-03-31,7,2022,88,217,553,552,565,5,,
"abundance","jags_RW","all","DS",0.098,0,0.473,0.95,2310,"2310.04",,559,2022-03-31,8,2022,88,217,553,552,565,6,,
"abundance","jags_RW","all","DS",0.111,0,0.525,0.95,2310,"2310.04",,560,2022-03-31,9,2022,88,217,553,552,565,7,,
"abundance","jags_RW","all","DS",0.13,0,0.568,0.95,2310,"2310.04",,561,2022-03-31,10,2022,88,217,553,552,565,8,,
"abundance","jags_RW","all","DS",0.144,0,0.626,0.95,2310,"2310.04",,562,2022-03-31,11,2022,88,217,553,552,565,9,,
"abundance","jags_RW","all","DS",0.169,0,0.686,0.95,2310,"2310.04",,563,2022-03-31,12,2022,88,217,553,552,565,10,,
"abundance","jags_RW","all","DS",0.191,0,0.767,0.95,2310,"2310.04",,564,2022-03-31,1,2023,88,217,553,552,565,11,,
"abundance","jags_RW","all","DS",0.224,0,0.81,0.95,2310,"2310.04",,565,2022-03-31,2,2023,88,217,553,552,565,12,,
