"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","all","RF",0.95,0.0228445036653953,-0.269239928381798,0.314928935712589,2692,"2692.16",,555,2022-07-21,4,2022,104,217,557,555,569,-2,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,556,2022-07-21,5,2022,104,217,557,555,569,-1,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,557,2022-07-21,6,2022,104,217,557,555,569,0,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,558,2022-07-21,7,2022,104,217,557,555,569,1,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,559,2022-07-21,8,2022,104,217,557,555,569,2,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,560,2022-07-21,9,2022,104,217,557,555,569,3,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,561,2022-07-21,10,2022,104,217,557,555,569,4,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,562,2022-07-21,11,2022,104,217,557,555,569,5,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,563,2022-07-21,12,2022,104,217,557,555,569,6,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,564,2022-07-21,1,2023,104,217,557,555,569,7,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,565,2022-07-21,2,2023,104,217,557,555,569,8,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,566,2022-07-21,3,2023,104,217,557,555,569,9,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,567,2022-07-21,4,2023,104,217,557,555,569,10,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,568,2022-07-21,5,2023,104,217,557,555,569,11,,
"abundance","AutoArima","all","RF",0.95,0.0224910597056609,-0.269628329015303,0.314610448426625,2692,"2692.16",,569,2022-07-21,6,2023,104,217,557,555,569,12,,
