"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","controls","SH",1.346689652857476e-296,-0.6467379232325118,0.6467379232325118,217,567,568,580,0.95,126,,3311
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","controls","SH",1.346689652857476e-296,-0.914579627834685,0.914579627834685,217,567,568,580,0.95,126,,3311
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.1201079635255522,1.1201079635255522,217,567,568,580,0.95,126,,3311
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.2933784458759505,1.2933784458759505,217,567,568,580,0.95,126,,3311
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.446033802702972,1.446033802702972,217,567,568,580,0.95,126,,3311
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.584045363259129,1.584045363259129,217,567,568,580,0.95,126,,3311
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.7109604516662198,1.7109604516662198,217,567,568,580,0.95,126,,3311
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.8290903808912788,1.8290903808912788,217,567,568,580,0.95,126,,3311
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","controls","SH",1.346689652857476e-296,-1.9400406118873215,1.9400406118873215,217,567,568,580,0.95,126,,3311
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","controls","SH",1.346689652857476e-296,-2.044980080605985,2.044980080605985,217,567,568,580,0.95,126,,3311
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","controls","SH",1.346689652857476e-296,-2.1447912449416586,2.1447912449416586,217,567,568,580,0.95,126,,3311
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","controls","SH",1.346689652857476e-296,-2.240159690442072,2.240159690442072,217,567,568,580,0.95,126,,3311
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","controls","SH",1.346689652857476e-296,-2.331630629620534,2.331630629620534,217,567,568,580,0.95,126,,3311
