"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-07",1,2022,"abundance","pevGARCH","all","SH",89,0.95,0.495677717392716,0,2,"2352.19",2352,NA,552,217,554,552,566,-2,NA,NA
"2022-04-07",3,2022,"abundance","pevGARCH","all","SH",89,0.95,0.754809576089216,0,3,"2352.19",2352,NA,553,217,554,552,566,-1,NA,NA
"2022-04-07",4,2022,"abundance","pevGARCH","all","SH",89,0.95,0.886696154835135,0,3,"2352.19",2352,NA,554,217,554,552,566,0,NA,NA
"2022-04-07",4,2022,"abundance","pevGARCH","all","SH",89,0.95,0.935900876431892,0,4,"2352.19",2352,NA,555,217,554,552,566,1,NA,NA
"2022-04-07",5,2022,"abundance","pevGARCH","all","SH",89,0.95,0.928278190818495,0,4,"2352.19",2352,NA,556,217,554,552,566,2,NA,NA
"2022-04-07",6,2022,"abundance","pevGARCH","all","SH",89,0.95,0.889282252372691,0,4,"2352.19",2352,NA,557,217,554,552,566,3,NA,NA
"2022-04-07",7,2022,"abundance","pevGARCH","all","SH",89,0.95,0.840476557114039,0,3,"2352.19",2352,NA,558,217,554,552,566,4,NA,NA
"2022-04-07",8,2022,"abundance","pevGARCH","all","SH",89,0.95,0.79896980249174,0,3,"2352.19",2352,NA,559,217,554,552,566,5,NA,NA
"2022-04-07",9,2022,"abundance","pevGARCH","all","SH",89,0.95,0.814546677699082,0,3,"2352.19",2352,NA,560,217,554,552,566,6,NA,NA
"2022-04-07",10,2022,"abundance","pevGARCH","all","SH",89,0.95,0.848705605331958,0,4,"2352.19",2352,NA,561,217,554,552,566,7,NA,NA
"2022-04-07",11,2022,"abundance","pevGARCH","all","SH",89,0.95,0.896367923433747,0,4,"2352.19",2352,NA,562,217,554,552,566,8,NA,NA
"2022-04-07",12,2022,"abundance","pevGARCH","all","SH",89,0.95,0.944598939486907,0,4,"2352.19",2352,NA,563,217,554,552,566,9,NA,NA
"2022-04-07",1,2023,"abundance","pevGARCH","all","SH",89,0.95,0.979581556773532,0,4,"2352.19",2352,NA,564,217,554,552,566,10,NA,NA
"2022-04-07",2,2023,"abundance","pevGARCH","all","SH",89,0.95,0.991763660786479,0,4,"2352.19",2352,NA,565,217,554,552,566,11,NA,NA
"2022-04-07",3,2023,"abundance","pevGARCH","all","SH",89,0.95,0.9986413507853,0,4,"2352.19",2352,NA,566,217,554,552,566,12,NA,NA
