"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",13.4289602833995,7,21,2947,2947.01,NA,559,2022-10-06,8,2022,115,217,560,559,572,-1,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",13.7835493461879,6,24,2947,2947.01,NA,560,2022-10-06,9,2022,115,217,560,559,572,0,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",14.094506121499,5,26,2947,2947.01,NA,561,2022-10-06,10,2022,115,217,560,559,572,1,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",14.44777554568,5,28,2947,2947.01,NA,562,2022-10-06,11,2022,115,217,560,559,572,2,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",14.7698982840079,4,29,2947,2947.01,NA,563,2022-10-06,12,2022,115,217,560,559,572,3,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",15.0447827021973,4,29,2947,2947.01,NA,564,2022-10-06,1,2023,115,217,560,559,572,4,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",15.2969257461925,4,31,2947,2947.01,NA,565,2022-10-06,2,2023,115,217,560,559,572,5,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",15.5347051108951,4,31,2947,2947.01,NA,566,2022-10-06,3,2023,115,217,560,559,572,6,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",15.6815982250737,4,31,2947,2947.01,NA,567,2022-10-06,4,2023,115,217,560,559,572,7,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",15.7823122962021,4,30,2947,2947.01,NA,568,2022-10-06,5,2023,115,217,560,559,572,8,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",15.8428783120875,4,30,2947,2947.01,NA,569,2022-10-06,6,2023,115,217,560,559,572,9,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",15.8686925928148,4,30,2947,2947.01,NA,570,2022-10-06,7,2023,115,217,560,559,572,10,NA,NA
"13","abundance","nbGARCH",0.95,"controls","DM",15.8625910901055,4,30,2947,2947.01,NA,571,2022-10-06,8,2023,115,217,560,559,572,11,NA,NA
"14","abundance","nbGARCH",0.95,"controls","DM",15.8637529432351,4,30,2947,2947.01,NA,572,2022-10-06,9,2023,115,217,560,559,572,12,NA,NA
