"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","controls","NA",0,-1.1022975857798774,1.1022975857798774,217,567,568,580,0.95,126,,3348
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","controls","NA",0,-1.350033314931235,1.350033314931235,217,567,568,580,0.95,126,,3348
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","controls","NA",0,-1.5588841955810226,1.5588841955810226,217,567,568,580,0.95,126,,3348
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","controls","NA",0,-1.7428855151846219,1.7428855151846219,217,567,568,580,0.95,126,,3348
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","controls","NA",0,-1.9092354236312603,1.9092354236312603,217,567,568,580,0.95,126,,3348
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","controls","NA",0,-2.0622099521281805,2.0622099521281805,217,567,568,580,0.95,126,,3348
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","controls","NA",0,-2.2045951715597547,2.2045951715597547,217,567,568,580,0.95,126,,3348
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","controls","NA",0,-2.338326293371534,2.338326293371534,217,567,568,580,0.95,126,,3348
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","controls","NA",0,-2.4648123332377114,2.4648123332377114,217,567,568,580,0.95,126,,3348
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","controls","NA",0,-2.5851169841786277,2.5851169841786277,217,567,568,580,0.95,126,,3348
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","controls","NA",0,-2.70006662986247,2.70006662986247,217,567,568,580,0.95,126,,3348
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","controls","NA",0,-2.8103184498389053,2.8103184498389053,217,567,568,580,0.95,126,,3348
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","controls","NA",0,-2.9164052827604436,2.9164052827604436,217,567,568,580,0.95,126,,3348
