"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","all","DO",11.039357002568572,6,18,217,567,568,580,0.95,126,,3590
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","all","DO",10.325877605423017,3,19,217,567,568,580,0.95,126,,3590
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","all","DO",9.308364584673626,2,19,217,567,568,580,0.95,126,,3590
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","all","DO",8.19169661746665,1,17,217,567,568,580,0.95,126,,3590
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","all","DO",7.681626095955355,1,17,217,567,568,580,0.95,126,,3590
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","all","DO",7.690308453098431,1,18,217,567,568,580,0.95,126,,3590
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","all","DO",8.004501509872853,1,19,217,567,568,580,0.95,126,,3590
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","all","DO",8.535739976254215,1,21,217,567,568,580,0.95,126,,3590
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","all","DO",9.679522267309375,1,22,217,567,568,580,0.95,126,,3590
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","all","DO",11.540105133659381,2,25,217,567,568,580,0.95,126,,3590
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","all","DO",12.901408974932632,2,28,217,567,568,580,0.95,126,,3590
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","all","DO",13.10304110136026,2,28,217,567,568,580,0.95,126,,3590
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","all","DO",12.122671411149048,2,27,217,567,568,580,0.95,126,,3590
