"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","controls","OL",-0.1400569629227171,-1.6342983453833588,1.3541844195379247,217,567,568,580,0.95,126,,3255
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","controls","OL",-0.17229879756421912,-1.7509171063947484,1.40631951126631,217,567,568,580,0.95,126,,3255
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","controls","OL",-0.1598729957542868,-1.7805106321418005,1.4607646406332269,217,567,568,580,0.95,126,,3255
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","controls","OL",-0.10221816163623328,-1.7485231629382654,1.544086839665799,217,567,568,580,0.95,126,,3255
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","controls","OL",-0.01629542517297247,-1.6799070670986351,1.64731621675269,217,567,568,580,0.95,126,,3255
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","controls","OL",0.0832238357231274,-1.5934010491153865,1.7598487205616413,217,567,568,580,0.95,126,,3255
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","controls","OL",0.16697609530102928,-1.520289500704161,1.8542416913062196,217,567,568,580,0.95,126,,3255
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","controls","OL",0.2175544660334737,-1.4789923063768815,1.9141012384438287,217,567,568,580,0.95,126,,3255
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","controls","OL",0.22075013454103204,-1.484270933701924,1.9257712027839882,217,567,568,580,0.95,126,,3255
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","controls","OL",0.1759680205618029,-1.537035267711515,1.8889713088351208,217,567,568,580,0.95,126,,3255
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","controls","OL",0.09616635174113203,-1.624511015141456,1.8168437186237198,217,567,568,580,0.95,126,,3255
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","controls","OL",-0.00036589265320456643,-1.7285187553931267,1.7277869700867174,217,567,568,580,0.95,126,,3255
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","controls","OL",-0.0876510987142596,-1.8231469590989515,1.6478447616704324,217,567,568,580,0.95,126,,3255
