"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,528,2020-07-02,2,2020,39,217,532,528,544,-4,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,529,2020-07-02,3,2020,39,217,532,528,544,-3,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,530,2020-07-02,4,2020,39,217,532,528,544,-2,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,531,2020-07-02,5,2020,39,217,532,528,544,-1,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,532,2020-07-02,6,2020,39,217,532,528,544,0,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,533,2020-07-02,7,2020,39,217,532,528,544,1,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,534,2020-07-02,8,2020,39,217,532,528,544,2,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,535,2020-07-02,9,2020,39,217,532,528,544,3,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,536,2020-07-02,10,2020,39,217,532,528,544,4,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,537,2020-07-02,11,2020,39,217,532,528,544,5,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,538,2020-07-02,12,2020,39,217,532,528,544,6,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,539,2020-07-02,1,2021,39,217,532,528,544,7,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,540,2020-07-02,2,2021,39,217,532,528,544,8,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,541,2020-07-02,3,2021,39,217,532,528,544,9,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,542,2020-07-02,4,2021,39,217,532,528,544,10,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,543,2020-07-02,5,2021,39,217,532,528,544,11,,
"abundance","GPEDM","controls","PH",0,,,0.95,947,"947.12",,544,2020-07-02,6,2021,39,217,532,528,544,12,,
