"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2023-01-05",11,2022,562,"abundance","pevGARCH","controls","BA",118,0.95,0.151513079579399,0,1,217,563,3024
"2023-01-05",12,2022,563,"abundance","pevGARCH","controls","BA",118,0.95,0.155773372928279,0,1,217,563,3024
"2023-01-05",1,2023,564,"abundance","pevGARCH","controls","BA",118,0.95,0.16768946811221,0,1,217,563,3024
"2023-01-05",2,2023,565,"abundance","pevGARCH","controls","BA",118,0.95,0.214091522931143,0,1,217,563,3024
"2023-01-05",3,2023,566,"abundance","pevGARCH","controls","BA",118,0.95,0.260911822147908,0,2,217,563,3024
"2023-01-05",4,2023,567,"abundance","pevGARCH","controls","BA",118,0.95,0.276087491796758,0,2,217,563,3024
"2023-01-05",5,2023,568,"abundance","pevGARCH","controls","BA",118,0.95,0.352662889935914,0,2,217,563,3024
"2023-01-05",6,2023,569,"abundance","pevGARCH","controls","BA",118,0.95,0.422077163508427,0,2,217,563,3024
"2023-01-05",7,2023,570,"abundance","pevGARCH","controls","BA",118,0.95,0.453592328540422,0,2,217,563,3024
"2023-01-05",8,2023,571,"abundance","pevGARCH","controls","BA",118,0.95,0.456870163751955,0,2,217,563,3024
"2023-01-05",9,2023,572,"abundance","pevGARCH","controls","BA",118,0.95,0.387932554708606,0,2,217,563,3024
"2023-01-05",10,2023,573,"abundance","pevGARCH","controls","BA",118,0.95,0.365085068825951,0,2,217,563,3024
"2023-01-05",11,2023,574,"abundance","pevGARCH","controls","BA",118,0.95,0.282700994888931,0,2,217,563,3024
"2023-01-05",12,2023,575,"abundance","pevGARCH","controls","BA",118,0.95,0.224116419404376,0,1,217,563,3024
"2023-01-05",11,2022,562,"abundance","pevGARCH","controls","DM",118,0.95,14.130176324205,7,22,217,563,3024
"2023-01-05",12,2022,563,"abundance","pevGARCH","controls","DM",118,0.95,15.3146117540559,6,26,217,563,3024
"2023-01-05",1,2023,564,"abundance","pevGARCH","controls","DM",118,0.95,16.3672677896055,6,29,217,563,3024
"2023-01-05",2,2023,565,"abundance","pevGARCH","controls","DM",118,0.95,16.9090442755766,6,31,217,563,3024
"2023-01-05",3,2023,566,"abundance","pevGARCH","controls","DM",118,0.95,17.277107750316,6,32,217,563,3024
"2023-01-05",4,2023,567,"abundance","pevGARCH","controls","DM",118,0.95,16.9584871840455,6,32,217,563,3024
"2023-01-05",5,2023,568,"abundance","pevGARCH","controls","DM",118,0.95,15.9695738599974,5,30,217,563,3024
"2023-01-05",6,2023,569,"abundance","pevGARCH","controls","DM",118,0.95,14.957616173097,4,28,217,563,3024
"2023-01-05",7,2023,570,"abundance","pevGARCH","controls","DM",118,0.95,14.4031644403273,4,27,217,563,3024
"2023-01-05",8,2023,571,"abundance","pevGARCH","controls","DM",118,0.95,14.2525702360657,4,27,217,563,3024
"2023-01-05",9,2023,572,"abundance","pevGARCH","controls","DM",118,0.95,14.3493694523537,3,27,217,563,3024
"2023-01-05",10,2023,573,"abundance","pevGARCH","controls","DM",118,0.95,14.9685419818452,4,29,217,563,3024
"2023-01-05",11,2023,574,"abundance","pevGARCH","controls","DM",118,0.95,15.8402876142405,4,31,217,563,3024
"2023-01-05",12,2023,575,"abundance","pevGARCH","controls","DM",118,0.95,16.864485006633,4,33,217,563,3024
"2023-01-05",11,2022,562,"abundance","pevGARCH","controls","DO",118,0.95,1.47494396055758,0,4,217,563,3024
"2023-01-05",12,2022,563,"abundance","pevGARCH","controls","DO",118,0.95,1.85705004607776,0,6,217,563,3024
"2023-01-05",1,2023,564,"abundance","pevGARCH","controls","DO",118,0.95,2.34236928455109,0,7,217,563,3024
"2023-01-05",2,2023,565,"abundance","pevGARCH","controls","DO",118,0.95,3.09994192306548,0,10,217,563,3024
"2023-01-05",3,2023,566,"abundance","pevGARCH","controls","DO",118,0.95,4.07040818819636,0,11,217,563,3024
"2023-01-05",4,2023,567,"abundance","pevGARCH","controls","DO",118,0.95,4.51689828365571,0,12,217,563,3024
"2023-01-05",5,2023,568,"abundance","pevGARCH","controls","DO",118,0.95,4.67032413068802,0,13,217,563,3024
"2023-01-05",6,2023,569,"abundance","pevGARCH","controls","DO",118,0.95,4.36414035005054,0,13,217,563,3024
"2023-01-05",7,2023,570,"abundance","pevGARCH","controls","DO",118,0.95,4.10034470165491,0,12,217,563,3024
"2023-01-05",8,2023,571,"abundance","pevGARCH","controls","DO",118,0.95,3.90171725321913,0,13,217,563,3024
"2023-01-05",9,2023,572,"abundance","pevGARCH","controls","DO",118,0.95,3.77216360960468,0,12,217,563,3024
"2023-01-05",10,2023,573,"abundance","pevGARCH","controls","DO",118,0.95,3.73117495826167,0,11,217,563,3024
"2023-01-05",11,2023,574,"abundance","pevGARCH","controls","DO",118,0.95,3.75849877941062,0,11,217,563,3024
"2023-01-05",12,2023,575,"abundance","pevGARCH","controls","DO",118,0.95,3.84250496588732,0,11,217,563,3024
"2023-01-05",11,2022,562,"abundance","pevGARCH","controls","DS",118,0.95,0.106553551721246,0,1,217,563,3024
"2023-01-05",12,2022,563,"abundance","pevGARCH","controls","DS",118,0.95,0.11556769646774,0,1,217,563,3024
"2023-01-05",1,2023,564,"abundance","pevGARCH","controls","DS",118,0.95,0.10153760350923,0,1,217,563,3024
"2023-01-05",2,2023,565,"abundance","pevGARCH","controls","DS",118,0.95,0.0817615507240092,0,1,217,563,3024
"2023-01-05",3,2023,566,"abundance","pevGARCH","controls","DS",118,0.95,0.0741466429919136,0,1,217,563,3024
"2023-01-05",4,2023,567,"abundance","pevGARCH","controls","DS",118,0.95,0.0866769737174302,0,1,217,563,3024
