"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbsGARCH","all","RO",0.07592925196405655,0,1,217,567,568,580,0.95,126,,3471
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbsGARCH","all","RO",0.04781427486879214,0,1,217,567,568,580,0.95,126,,3471
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbsGARCH","all","RO",0.03442759625738108,0,1,217,567,568,580,0.95,126,,3471
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbsGARCH","all","RO",0.0335360199946908,0,1,217,567,568,580,0.95,126,,3471
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbsGARCH","all","RO",0.044318583667946485,0,1,217,567,568,580,0.95,126,,3471
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbsGARCH","all","RO",0.07525686176556663,0,1,217,567,568,580,0.95,126,,3471
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbsGARCH","all","RO",0.14173787213588157,0,1,217,567,568,580,0.95,126,,3471
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbsGARCH","all","RO",0.2633764622108012,0,2,217,567,568,580,0.95,126,,3471
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbsGARCH","all","RO",0.41272193093220017,0,2,217,567,568,580,0.95,126,,3471
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbsGARCH","all","RO",0.495546644230439,0,3,217,567,568,580,0.95,126,,3471
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbsGARCH","all","RO",0.41565443003059505,0,3,217,567,568,580,0.95,126,,3471
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbsGARCH","all","RO",0.2547495216188214,0,2,217,567,568,580,0.95,126,,3471
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbsGARCH","all","RO",0.11946192373474332,0,1,217,567,568,580,0.95,126,,3471
