"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","controls","PF",0,-3.9008062552001155,3.9008062552001155,217,567,568,580,0.95,126,,3353
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","controls","PF",0,-4.777492455348572,4.777492455348572,217,567,568,580,0.95,126,,3353
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","controls","PF",0,-5.516573110293809,5.516573110293809,217,567,568,580,0.95,126,,3353
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","controls","PF",0,-6.167716238732201,6.167716238732201,217,567,568,580,0.95,126,,3353
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","controls","PF",0,-6.756394624489088,6.756394624489088,217,567,568,580,0.95,126,,3353
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","controls","PF",0,-7.297740269571755,7.297740269571755,217,567,568,580,0.95,126,,3353
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","controls","PF",0,-7.801612510400231,7.801612510400231,217,567,568,580,0.95,126,,3353
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","controls","PF",0,-8.274859665440713,8.274859665440713,217,567,568,580,0.95,126,,3353
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","controls","PF",0,-8.722467953683852,8.722467953683852,217,567,568,580,0.95,126,,3353
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","controls","PF",0,-9.14820156770422,9.14820156770422,217,567,568,580,0.95,126,,3353
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","controls","PF",0,-9.554984910697144,9.554984910697144,217,567,568,580,0.95,126,,3353
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","controls","PF",0,-9.945143607005093,9.945143607005093,217,567,568,580,0.95,126,,3353
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","controls","PF",0,-10.320563263904663,10.320563263904663,217,567,568,580,0.95,126,,3353
