"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","all","RM",19.03909648233512,3.5896269033571055,34.48856606131313,217,567,568,580,0.95,126,,3245
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","all","RM",7.580616044992038,-9.463640287176187,24.624872377160262,217,567,568,580,0.95,126,,3245
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","all","RM",1.298495809875966,-16.19410015043877,18.791091770190704,217,567,568,580,0.95,126,,3245
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","all","RM",0.2970121814585571,-17.195583778856182,17.789608141773293,217,567,568,580,0.95,126,,3245
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","all","RM",0.39794103805984715,-17.09465492225489,17.890536998374586,217,567,568,580,0.95,126,,3245
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","all","RM",1.5683679490245277,-15.92422801129021,19.060963909339264,217,567,568,580,0.95,126,,3245
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","all","RM",3.4693226343705534,-14.023273325944185,20.96191859468529,217,567,568,580,0.95,126,,3245
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","all","RM",5.695442041339127,-11.79715391897561,23.188038001653865,217,567,568,580,0.95,126,,3245
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","all","RM",7.574109760806446,-9.91848619950829,25.066705721121185,217,567,568,580,0.95,126,,3245
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","all","RM",8.754602659318394,-8.737993300996344,26.24719861963313,217,567,568,580,0.95,126,,3245
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","all","RM",8.857325804021647,-8.63527015629309,26.349921764336386,217,567,568,580,0.95,126,,3245
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","all","RM",7.889490718421607,-9.60310524189313,25.382086678736343,217,567,568,580,0.95,126,,3245
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","all","RM",6.10536996301219,-11.387225997302547,23.597965923326928,217,567,568,580,0.95,126,,3245
