"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","exclosures","PB",12.461495893890788,-1.0669501048317525,25.98994189261333,217,567,568,580,0.95,126,,3411
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","exclosures","PB",13.760112022415528,-2.808782832417963,30.32900687724902,217,567,568,580,0.95,126,,3411
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","exclosures","PB",14.616211374403948,-4.515900434821498,33.748323183629395,217,567,568,580,0.95,126,,3411
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","exclosures","PB",14.872777397296034,-6.51757388198126,36.26312867657333,217,567,568,580,0.95,126,,3411
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","exclosures","PB",14.443695602198726,-8.988260215040594,37.87565141943804,217,567,568,580,0.95,126,,3411
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","exclosures","PB",13.414334244526291,-11.89507070681999,38.72373919587257,217,567,568,580,0.95,126,,3411
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","exclosures","PB",12.088738119139759,-14.968153878305323,39.14563011658484,217,567,568,580,0.95,126,,3411
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","exclosures","PB",10.749352154469516,-17.948815559368654,39.44751986830769,217,567,568,580,0.95,126,,3411
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","exclosures","PB",9.797355154836952,-20.453169728241676,40.04788003791558,217,567,568,580,0.95,126,,3411
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","exclosures","PB",9.411120052345822,-22.315898106818388,41.13813821151003,217,567,568,580,0.95,126,,3411
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","exclosures","PB",9.721907146256077,-23.415882563410904,42.85969685592306,217,567,568,580,0.95,126,,3411
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","exclosures","PB",10.643391824013541,-23.847513244022686,45.13429689204977,217,567,568,580,0.95,126,,3411
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","exclosures","PB",11.93086759732233,-23.862036140464344,47.72377133510901,217,567,568,580,0.95,126,,3411
