"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-28",4,2022,"abundance","NaiveArima","all","DM",92,0.95,50,34.8613991129191,65.1386008870809,"2418.2",2418,NA,554,217,554,554,566,0,NA,NA
"2022-04-28",4,2022,"abundance","NaiveArima","all","DM",92,0.95,50,28.5907853101368,71.4092146898632,"2418.2",2418,NA,555,217,554,554,566,1,NA,NA
"2022-04-28",5,2022,"abundance","NaiveArima","all","DM",92,0.95,50,23.7791741080685,76.2208258919315,"2418.2",2418,NA,556,217,554,554,566,2,NA,NA
"2022-04-28",6,2022,"abundance","NaiveArima","all","DM",92,0.95,50,19.7227982258381,80.2772017741619,"2418.2",2418,NA,557,217,554,554,566,3,NA,NA
"2022-04-28",7,2022,"abundance","NaiveArima","all","DM",92,0.95,50,16.1490593322484,83.8509406677516,"2418.2",2418,NA,558,217,554,554,566,4,NA,NA
"2022-04-28",8,2022,"abundance","NaiveArima","all","DM",92,0.95,50,12.9181524070069,87.0818475929931,"2418.2",2418,NA,559,217,554,554,566,5,NA,NA
"2022-04-28",9,2022,"abundance","NaiveArima","all","DM",92,0.95,50,9.94702685532204,90.052973144678,"2418.2",2418,NA,560,217,554,554,566,6,NA,NA
"2022-04-28",10,2022,"abundance","NaiveArima","all","DM",92,0.95,50,7.18157062027355,92.8184293797264,"2418.2",2418,NA,561,217,554,554,566,7,NA,NA
"2022-04-28",11,2022,"abundance","NaiveArima","all","DM",92,0.95,50,4.5841973387572,95.4158026612428,"2418.2",2418,NA,562,217,554,554,566,8,NA,NA
"2022-04-28",12,2022,"abundance","NaiveArima","all","DM",92,0.95,50,2.12754060857876,97.8724593914212,"2418.2",2418,NA,563,217,554,554,566,9,NA,NA
"2022-04-28",1,2023,"abundance","NaiveArima","all","DM",92,0.95,50,-0.209058993388865,100.209058993389,"2418.2",2418,NA,564,217,554,554,566,10,NA,NA
"2022-04-28",2,2023,"abundance","NaiveArima","all","DM",92,0.95,50,-2.4416517838629,102.441651783863,"2418.2",2418,NA,565,217,554,554,566,11,NA,NA
"2022-04-28",3,2023,"abundance","NaiveArima","all","DM",92,0.95,50,-4.58300173715494,104.583001737155,"2418.2",2418,NA,566,217,554,554,566,12,NA,NA
