"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","jags_logistic_covariates","controls","DM",22.644,9,35,217,567,568,580,0.95,126,,3637
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","jags_logistic_covariates","controls","DM",22.443,8,36,217,567,568,580,0.95,126,,3637
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","jags_logistic_covariates","controls","DM",21.814,7,36,217,567,568,580,0.95,126,,3637
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","jags_logistic_covariates","controls","DM",21.606,7,37,217,567,568,580,0.95,126,,3637
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","jags_logistic_covariates","controls","DM",20.924,6,37,217,567,568,580,0.95,126,,3637
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","jags_logistic_covariates","controls","DM",21.254,6,38,217,567,568,580,0.95,126,,3637
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","jags_logistic_covariates","controls","DM",24.755,8,44,217,567,568,580,0.95,126,,3637
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","jags_logistic_covariates","controls","DM",26.12,7,46,217,567,568,580,0.95,126,,3637
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","jags_logistic_covariates","controls","DM",26.47,8,48,217,567,568,580,0.95,126,,3637
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","jags_logistic_covariates","controls","DM",26.762,6,48,217,567,568,580,0.95,126,,3637
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","jags_logistic_covariates","controls","DM",26.714,7,51,217,567,568,580,0.95,126,,3637
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","jags_logistic_covariates","controls","DM",26.68,6,53,217,567,568,580,0.95,126,,3637
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","jags_logistic_covariates","controls","DM",26.628,4,54,217,567,568,580,0.95,126,,3637
