"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","all","DO",9.414713168239244,-4.040872456118652,22.87029879259714,217,567,568,580,0.95,126,,3375
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","all","DO",7.52432287663799,-8.955336608364734,24.003982361640716,217,567,568,580,0.95,126,,3375
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","all","DO",5.574657164053543,-13.454414515585842,24.60372884369293,217,567,568,580,0.95,126,,3375
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","all","DO",3.90862901593873,-17.366519896256154,25.183777928133612,217,567,568,580,0.95,126,,3375
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","all","DO",3.0829070236429557,-20.222850923338314,26.388664970624227,217,567,568,580,0.95,126,,3375
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","all","DO",3.2323210019497495,-21.94077467042424,28.40541667432374,217,567,568,580,0.95,126,,3375
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","all","DO",4.3282086354205624,-22.58296261329523,31.239379884136355,217,567,568,580,0.95,126,,3375
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","all","DO",6.1363199598710825,-22.407287559588,34.67992747933016,217,567,568,580,0.95,126,,3375
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","all","DO",8.10168119324578,-21.985922939887423,38.18928532637898,217,567,568,580,0.95,126,,3375
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","all","DO",9.858979754885597,-21.697165680185336,41.41512518995653,217,567,568,580,0.95,126,,3375
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","all","DO",10.860552165771677,-22.09876680423377,43.81987113577713,217,567,568,580,0.95,126,,3375
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","all","DO",10.91022763410053,-23.3949191986092,45.21537446681026,217,567,568,580,0.95,126,,3375
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","all","DO",9.988520664179322,-25.611612642607444,45.58865397096609,217,567,568,580,0.95,126,,3375
