"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-06-02",4,2022,"abundance","jags_logistic","dm_controls","DM",21.143,12.853,30.06,97,0.95,"2546.1",2546,NA,555,217,556,555,568,-1,NA,NA
"2022-06-02",5,2022,"abundance","jags_logistic","dm_controls","DM",34.223,0.345,122.479,97,0.95,"2546.1",2546,NA,556,217,556,555,568,0,NA,NA
"2022-06-02",6,2022,"abundance","jags_logistic","dm_controls","DM",42.713,1.472,196.9,97,0.95,"2546.1",2546,NA,557,217,556,555,568,1,NA,NA
"2022-06-02",7,2022,"abundance","jags_logistic","dm_controls","DM",46.895,0.767,196.9,97,0.95,"2546.1",2546,NA,558,217,556,555,568,2,NA,NA
"2022-06-02",8,2022,"abundance","jags_logistic","dm_controls","DM",49.037,0.459,196.9,97,0.95,"2546.1",2546,NA,559,217,556,555,568,3,NA,NA
"2022-06-02",9,2022,"abundance","jags_logistic","dm_controls","DM",49.638,0.276,196.9,97,0.95,"2546.1",2546,NA,560,217,556,555,568,4,NA,NA
"2022-06-02",10,2022,"abundance","jags_logistic","dm_controls","DM",49.028,0.152,196.9,97,0.95,"2546.1",2546,NA,561,217,556,555,568,5,NA,NA
"2022-06-02",11,2022,"abundance","jags_logistic","dm_controls","DM",48.572,0.08,196.9,97,0.95,"2546.1",2546,NA,562,217,556,555,568,6,NA,NA
"2022-06-02",12,2022,"abundance","jags_logistic","dm_controls","DM",48.225,0.039,196.9,97,0.95,"2546.1",2546,NA,563,217,556,555,568,7,NA,NA
"2022-06-02",1,2023,"abundance","jags_logistic","dm_controls","DM",47.169,0.002,196.9,97,0.95,"2546.1",2546,NA,564,217,556,555,568,8,NA,NA
"2022-06-02",2,2023,"abundance","jags_logistic","dm_controls","DM",46.703,0,196.9,97,0.95,"2546.1",2546,NA,565,217,556,555,568,9,NA,NA
"2022-06-02",3,2023,"abundance","jags_logistic","dm_controls","DM",45.697,0,196.9,97,0.95,"2546.1",2546,NA,566,217,556,555,568,10,NA,NA
"2022-06-02",4,2023,"abundance","jags_logistic","dm_controls","DM",45.175,0,196.9,97,0.95,"2546.1",2546,NA,567,217,556,555,568,11,NA,NA
"2022-06-02",5,2023,"abundance","jags_logistic","dm_controls","DM",43.967,0,196.9,97,0.95,"2546.1",2546,NA,568,217,556,555,568,12,NA,NA
