"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","exclosures","PB",0.95,3,-6.88570435465666,12.8857043546567,2446,"2446.07",,554,2022-05-05,4,2022,93,217,555,554,567,-1,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-10.9804971719662,16.9804971719662,2446,"2446.07",,555,2022-05-05,4,2022,93,217,555,554,567,0,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-14.1225422108702,20.1225422108702,2446,"2446.07",,556,2022-05-05,5,2022,93,217,555,554,567,1,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-16.7714087093133,22.7714087093133,2446,"2446.07",,557,2022-05-05,6,2022,93,217,555,554,567,2,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-19.105106942478,25.105106942478,2446,"2446.07",,558,2022-05-05,7,2022,93,217,555,554,567,3,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-21.2149314169185,27.2149314169185,2446,"2446.07",,559,2022-05-05,8,2022,93,217,555,554,567,4,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-23.1551152571298,29.1551152571298,2446,"2446.07",,560,2022-05-05,9,2022,93,217,555,554,567,5,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-24.9609943439324,30.9609943439324,2446,"2446.07",,561,2022-05-05,10,2022,93,217,555,554,567,6,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-26.65711306397,32.65711306397,2446,"2446.07",,562,2022-05-05,11,2022,93,217,555,554,567,7,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-28.26134203576,34.26134203576,2446,"2446.07",,563,2022-05-05,12,2022,93,217,555,554,567,8,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-29.7871721327786,35.7871721327786,2446,"2446.07",,564,2022-05-05,1,2023,93,217,555,554,567,9,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-31.2450844217405,37.2450844217405,2446,"2446.07",,565,2022-05-05,2,2023,93,217,555,554,567,10,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-32.6434139447922,38.6434139447922,2446,"2446.07",,566,2022-05-05,3,2023,93,217,555,554,567,11,,
"abundance","NaiveArima","exclosures","PB",0.95,3,-33.9889187220644,39.9889187220644,2446,"2446.07",,567,2022-05-05,4,2023,93,217,555,554,567,12,,
