"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","all","PH",0.95,0.440007847557971,-0.0574931850029578,0.937508880118899,2670,"2670.12",,555,2022-07-14,4,2022,103,217,557,555,569,-2,,
"abundance","AutoArima","all","PH",0.95,0.21199669793601,-0.325163017452556,0.749156413324576,2670,"2670.12",,556,2022-07-14,5,2022,103,217,557,555,569,-1,,
"abundance","AutoArima","all","PH",0.95,0.119157746309255,-0.424297229182522,0.662612721801031,2670,"2670.12",,557,2022-07-14,6,2022,103,217,557,555,569,0,,
"abundance","AutoArima","all","PH",0.95,0.0813566521371265,-0.463134956902841,0.625848261177094,2670,"2670.12",,558,2022-07-14,7,2022,103,217,557,555,569,1,,
"abundance","AutoArima","all","PH",0.95,0.0659652383439712,-0.478698039536934,0.610628516224877,2670,"2670.12",,559,2022-07-14,8,2022,103,217,557,555,569,2,,
"abundance","AutoArima","all","PH",0.95,0.059698339891947,-0.484993393079416,0.60439007286331,2670,"2670.12",,560,2022-07-14,9,2022,103,217,557,555,569,3,,
"abundance","AutoArima","all","PH",0.95,0.0571466564185647,-0.487549793869483,0.601843106706612,2670,"2670.12",,561,2022-07-14,10,2022,103,217,557,555,569,4,,
"abundance","AutoArima","all","PH",0.95,0.0561076913550364,-0.488589540994908,0.60080492370498,2670,"2670.12",,562,2022-07-14,11,2022,103,217,557,555,569,5,,
"abundance","AutoArima","all","PH",0.95,0.0556846575365818,-0.489012704468297,0.60038201954146,2670,"2670.12",,563,2022-07-14,12,2022,103,217,557,555,569,6,,
"abundance","AutoArima","all","PH",0.95,0.0555124115026791,-0.489184971997191,0.600209795002549,2670,"2670.12",,564,2022-07-14,1,2023,103,217,557,555,569,7,,
"abundance","AutoArima","all","PH",0.95,0.0554422783480684,-0.489255108715374,0.600139665411511,2670,"2670.12",,565,2022-07-14,2,2023,103,217,557,555,569,8,,
"abundance","AutoArima","all","PH",0.95,0.0554137223385964,-0.489283665315637,0.600111109992829,2670,"2670.12",,566,2022-07-14,3,2023,103,217,557,555,569,9,,
"abundance","AutoArima","all","PH",0.95,0.0554020952318237,-0.489295292520354,0.600099482984002,2670,"2670.12",,567,2022-07-14,4,2023,103,217,557,555,569,10,,
"abundance","AutoArima","all","PH",0.95,0.0553973610405132,-0.489300026727903,0.600094748808929,2670,"2670.12",,568,2022-07-14,5,2023,103,217,557,555,569,11,,
"abundance","AutoArima","all","PH",0.95,0.0553954334270663,-0.489301954344042,0.600092821198174,2670,"2670.12",,569,2022-07-14,6,2023,103,217,557,555,569,12,,
