"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-21",1,2022,552,"abundance","jags_RW","dm_controls","DM",19.879,11.257,28.233,91,0.95,217,554,2391
"2022-04-21",3,2022,553,"abundance","jags_RW","dm_controls","DM",33.379,0.238,115.785,91,0.95,217,554,2391
"2022-04-21",4,2022,554,"abundance","jags_RW","dm_controls","DM",43.45,1.476,196.9,91,0.95,217,554,2391
"2022-04-21",4,2022,555,"abundance","jags_RW","dm_controls","DM",49.018,0.823,196.9,91,0.95,217,554,2391
"2022-04-21",5,2022,556,"abundance","jags_RW","dm_controls","DM",51.919,0.441,196.9,91,0.95,217,554,2391
"2022-04-21",6,2022,557,"abundance","jags_RW","dm_controls","DM",53.31,0.278,196.9,91,0.95,217,554,2391
"2022-04-21",7,2022,558,"abundance","jags_RW","dm_controls","DM",53.772,0.155,196.9,91,0.95,217,554,2391
"2022-04-21",8,2022,559,"abundance","jags_RW","dm_controls","DM",53.306,0.081,196.9,91,0.95,217,554,2391
"2022-04-21",9,2022,560,"abundance","jags_RW","dm_controls","DM",52.707,0.033,196.9,91,0.95,217,554,2391
"2022-04-21",10,2022,561,"abundance","jags_RW","dm_controls","DM",52.197,0,196.9,91,0.95,217,554,2391
"2022-04-21",11,2022,562,"abundance","jags_RW","dm_controls","DM",51.758,0,196.9,91,0.95,217,554,2391
"2022-04-21",12,2022,563,"abundance","jags_RW","dm_controls","DM",51.067,0,196.9,91,0.95,217,554,2391
"2022-04-21",1,2023,564,"abundance","jags_RW","dm_controls","DM",50.05,0,196.9,91,0.95,217,554,2391
"2022-04-21",2,2023,565,"abundance","jags_RW","dm_controls","DM",49.185,0,196.9,91,0.95,217,554,2391
"2022-04-21",3,2023,566,"abundance","jags_RW","dm_controls","DM",48.373,0,196.9,91,0.95,217,554,2391
