"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","AutoArima","exclosures","OT",0.9521756299991866,-2.587399633052681,4.491750893051054,217,567,568,580,0.95,126,,3222
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","AutoArima","exclosures","OT",0.9543268357652098,-2.7711429226127415,4.679796594143161,217,567,568,580,0.95,126,,3222
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","AutoArima","exclosures","OT",0.9090616516913241,-3.047479897384462,4.86560320076711,217,567,568,580,0.95,126,,3222
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","AutoArima","exclosures","OT",0.7558339367922472,-3.3757367884757548,4.887404662060249,217,567,568,580,0.95,126,,3222
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","AutoArima","exclosures","OT",0.7678259187813035,-3.628895496726587,5.164547334289194,217,567,568,580,0.95,126,,3222
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","AutoArima","exclosures","OT",0.8279214336575734,-3.835043576216027,5.490886443531174,217,567,568,580,0.95,126,,3222
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","AutoArima","exclosures","OT",0.8364590861087616,-4.0358956462176065,5.70881381843513,217,567,568,580,0.95,126,,3222
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","AutoArima","exclosures","OT",0.8368177643247531,-4.237335717843769,5.910971246493275,217,567,568,580,0.95,126,,3222
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","AutoArima","exclosures","OT",0.8212381388900994,-4.443180169791637,6.085656447571836,217,567,568,580,0.95,126,,3222
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","AutoArima","exclosures","OT",0.8142261798825795,-4.638569665031479,6.267022024796638,217,567,568,580,0.95,126,,3222
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","AutoArima","exclosures","OT",0.8208669515979077,-4.8200144392556545,6.46174834245147,217,567,568,580,0.95,126,,3222
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","AutoArima","exclosures","OT",0.8237172004559521,-4.995886367736913,6.6433207686488185,217,567,568,580,0.95,126,,3222
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","AutoArima","exclosures","OT",0.8242491151820991,-5.167638551769347,6.816136782133546,217,567,568,580,0.95,126,,3222
