"","currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","NaiveArima","controls","DM",0.95,27,18.7363596333929,35.2636403666071,2473,2473.01,NA,554,2022-05-12,4,2022,94,217,555,554,567,-1,NA,NA
"2","abundance","NaiveArima","controls","DM",0.95,27,15.3134477189704,38.6865522810296,2473,2473.01,NA,555,2022-05-12,4,2022,94,217,555,554,567,0,NA,NA
"3","abundance","NaiveArima","controls","DM",0.95,27,12.6869550295593,41.3130449704407,2473,2473.01,NA,556,2022-05-12,5,2022,94,217,555,554,567,1,NA,NA
"4","abundance","NaiveArima","controls","DM",0.95,27,10.4727192667857,43.5272807332143,2473,2473.01,NA,557,2022-05-12,6,2022,94,217,555,554,567,2,NA,NA
"5","abundance","NaiveArima","controls","DM",0.95,27,8.52193839865516,45.4780616013448,2473,2473.01,NA,558,2022-05-12,7,2022,94,217,555,554,567,3,NA,NA
"6","abundance","NaiveArima","controls","DM",0.95,27,6.75829768394679,47.2417023160532,2473,2473.01,NA,559,2022-05-12,8,2022,94,217,555,554,567,4,NA,NA
"7","abundance","NaiveArima","controls","DM",0.95,27,5.13646266588288,48.8635373341171,2473,2473.01,NA,560,2022-05-12,9,2022,94,217,555,554,567,5,NA,NA
"8","abundance","NaiveArima","controls","DM",0.95,27,3.62689543794082,50.3731045620592,2473,2473.01,NA,561,2022-05-12,10,2022,94,217,555,554,567,6,NA,NA
"9","abundance","NaiveArima","controls","DM",0.95,27,2.20907890017859,51.7909210998214,2473,2473.01,NA,562,2022-05-12,11,2022,94,217,555,554,567,7,NA,NA
"10","abundance","NaiveArima","controls","DM",0.95,27,0.868074677012611,53.1319253229874,2473,2473.01,NA,563,2022-05-12,12,2022,94,217,555,554,567,8,NA,NA
"11","abundance","NaiveArima","controls","DM",0.95,27,-0.407394498470822,54.4073944984708,2473,2473.01,NA,564,2022-05-12,1,2023,94,217,555,554,567,9,NA,NA
"12","abundance","NaiveArima","controls","DM",0.95,27,-1.62608994088134,55.6260899408813,2473,2473.01,NA,565,2022-05-12,2,2023,94,217,555,554,567,10,NA,NA
"13","abundance","NaiveArima","controls","DM",0.95,27,-2.79497906379607,56.7949790637961,2473,2473.01,NA,566,2022-05-12,3,2023,94,217,555,554,567,11,NA,NA
"14","abundance","NaiveArima","controls","DM",0.95,27,-3.91971101935892,57.9197110193589,2473,2473.01,NA,567,2022-05-12,4,2023,94,217,555,554,567,12,NA,NA
