"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","all","OL",1.317832564854045,0,4,217,567,568,580,0.95,126,,3499
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","all","OL",1.5242893094445622,0,5,217,567,568,580,0.95,126,,3499
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","all","OL",1.6103553558464543,0,6,217,567,568,580,0.95,126,,3499
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","all","OL",1.6645242400280502,0,6,217,567,568,580,0.95,126,,3499
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","all","OL",1.7490631337420046,0,6,217,567,568,580,0.95,126,,3499
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","all","OL",1.7517763138066345,0,6,217,567,568,580,0.95,126,,3499
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","all","OL",1.7534864238752663,0,6,217,567,568,580,0.95,126,,3499
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","all","OL",1.806677365436912,0,6,217,567,568,580,0.95,126,,3499
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","all","OL",1.8411134344206637,0,6,217,567,568,580,0.95,126,,3499
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","all","OL",1.8634029085711894,0,6,217,567,568,580,0.95,126,,3499
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","all","OL",1.8801820806682972,0,7,217,567,568,580,0.95,126,,3499
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","all","OL",1.8910539548881145,0,7,217,567,568,580,0.95,126,,3499
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","all","OL",1.8410330576902443,0,6,217,567,568,580,0.95,126,,3499
