"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2019-12-06",10,2019,524,"abundance","nbsGARCH","controls","BA",0.0897701534350366,0,1,217,525,149,7,0.95
"2019-12-06",11,2019,525,"abundance","nbsGARCH","controls","BA",0.0965866338050527,0,1,217,525,149,7,0.95
"2019-12-06",12,2019,526,"abundance","nbsGARCH","controls","BA",0.109567280271095,0,1,217,525,149,7,0.95
"2019-12-06",1,2020,527,"abundance","nbsGARCH","controls","BA",0.137719683455683,0,1,217,525,149,7,0.95
"2019-12-06",2,2020,528,"abundance","nbsGARCH","controls","BA",0.184597807536364,0,2,217,525,149,7,0.95
"2019-12-06",3,2020,529,"abundance","nbsGARCH","controls","BA",0.243645650170363,0,2,217,525,149,7,0.95
"2019-12-06",4,2020,530,"abundance","nbsGARCH","controls","BA",0.30088076862778,0,2,217,525,149,7,0.95
"2019-12-06",5,2020,531,"abundance","nbsGARCH","controls","BA",0.326496903125801,0,2,217,525,149,7,0.95
"2019-12-06",6,2020,532,"abundance","nbsGARCH","controls","BA",0.302593530800721,0,2,217,525,149,7,0.95
"2019-12-06",7,2020,533,"abundance","nbsGARCH","controls","BA",0.241658804209593,0,2,217,525,149,7,0.95
"2019-12-06",8,2020,534,"abundance","nbsGARCH","controls","BA",0.178587238852654,0,2,217,525,149,7,0.95
"2019-12-06",9,2020,535,"abundance","nbsGARCH","controls","BA",0.131353734385364,0,1,217,525,149,7,0.95
"2019-12-06",10,2020,536,"abundance","nbsGARCH","controls","BA",0.105732847275287,0,1,217,525,149,7,0.95
"2019-12-06",11,2020,537,"abundance","nbsGARCH","controls","BA",0.0970217695315294,0,1,217,525,149,7,0.95
"2019-12-06",10,2019,524,"abundance","nbsGARCH","controls","DM",8.38168351090303,3,15,217,525,149,7,0.95
"2019-12-06",11,2019,525,"abundance","nbsGARCH","controls","DM",9.94082746921172,3,19,217,525,149,7,0.95
"2019-12-06",12,2019,526,"abundance","nbsGARCH","controls","DM",11.5982167262036,3,23,217,525,149,7,0.95
"2019-12-06",1,2020,527,"abundance","nbsGARCH","controls","DM",13.1646534458473,3,26,217,525,149,7,0.95
"2019-12-06",2,2020,528,"abundance","nbsGARCH","controls","DM",14.3540017993279,3,27,217,525,149,7,0.95
"2019-12-06",3,2020,529,"abundance","nbsGARCH","controls","DM",14.9666093235347,4,28,217,525,149,7,0.95
"2019-12-06",4,2020,530,"abundance","nbsGARCH","controls","DM",14.8552337833129,4,27,217,525,149,7,0.95
"2019-12-06",5,2020,531,"abundance","nbsGARCH","controls","DM",14.3239558100691,3,25,217,525,149,7,0.95
"2019-12-06",6,2020,532,"abundance","nbsGARCH","controls","DM",13.5179968219539,3,25,217,525,149,7,0.95
"2019-12-06",7,2020,533,"abundance","nbsGARCH","controls","DM",12.8285299102648,3,24,217,525,149,7,0.95
"2019-12-06",8,2020,534,"abundance","nbsGARCH","controls","DM",12.2428937533992,2,23,217,525,149,7,0.95
"2019-12-06",9,2020,535,"abundance","nbsGARCH","controls","DM",12.2208585290738,3,24,217,525,149,7,0.95
"2019-12-06",10,2020,536,"abundance","nbsGARCH","controls","DM",12.7256084657766,3,23,217,525,149,7,0.95
