"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","exclosures","SH",0.9982667459209059,-0.9937239020001457,2.9902573938419574,217,567,568,580,0.95,126,,3418
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","exclosures","SH",0.8994482851821934,-1.5402320447191231,3.33912861508351,217,567,568,580,0.95,126,,3418
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","exclosures","SH",0.7689638613831045,-2.0481363290272157,3.586064051793424,217,567,568,580,0.95,126,,3418
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","exclosures","SH",0.6293825568295321,-2.5202312057630056,3.7789963194220704,217,567,568,580,0.95,126,,3418
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","exclosures","SH",0.5273196010844527,-2.9229094093168557,3.977548611485761,217,567,568,580,0.95,126,,3418
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","exclosures","SH",0.4803453312212602,-3.246327929867946,4.207018592310466,217,567,568,580,0.95,126,,3418
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","exclosures","SH",0.5037716112350061,-3.480209684607097,4.487752907077109,217,567,568,580,0.95,126,,3418
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","exclosures","SH",0.5925374252271405,-3.633112860388339,4.81818771084262,217,567,568,580,0.95,126,,3418
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","exclosures","SH",0.7188105615239143,-3.7354159377714065,5.173037060819235,217,567,568,580,0.95,126,,3418
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","exclosures","SH",0.8592038771469446,-3.812428287067948,5.5308360413618365,217,567,568,580,0.95,126,,3418
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","exclosures","SH",0.970607456561972,-3.908753203240661,5.849968116364606,217,567,568,580,0.95,126,,3418
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","exclosures","SH",1.0296967823838112,-4.048902809938077,6.1082963747056995,217,567,568,580,0.95,126,,3418
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","exclosures","SH",1.0201956826114875,-4.250116185754038,6.290507550977013,217,567,568,580,0.95,126,,3418
