"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","ESSS",0.95,"controls","DM",13.9076382958823,6.76919435261866,21.046082239146,2985,2985.01,NA,560,2022-10-20,9,2022,117,217,560,560,572,0,NA,NA
"2","abundance","ESSS",0.95,"controls","DM",13.9076382958823,4.89699780579991,22.9182787859648,2985,2985.01,NA,561,2022-10-20,10,2022,117,217,560,560,572,1,NA,NA
"3","abundance","ESSS",0.95,"controls","DM",13.9076382958823,3.35179147282224,24.4634851189424,2985,2985.01,NA,562,2022-10-20,11,2022,117,217,560,560,572,2,NA,NA
"4","abundance","ESSS",0.95,"controls","DM",13.9076382958823,2.00553082441734,25.8097457673473,2985,2985.01,NA,563,2022-10-20,12,2022,117,217,560,560,572,3,NA,NA
"5","abundance","ESSS",0.95,"controls","DM",13.9076382958823,0.796786974450239,27.0184896173144,2985,2985.01,NA,564,2022-10-20,1,2023,117,217,560,560,572,4,NA,NA
"6","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-0.309558420879119,28.1248350126438,2985,2985.01,NA,565,2022-10-20,2,2023,117,217,560,560,572,5,NA,NA
"7","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-1.33581743415105,29.1510940259157,2985,2985.01,NA,566,2022-10-20,3,2023,117,217,560,560,572,6,NA,NA
"8","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-2.29721291305762,30.1124895048223,2985,2985.01,NA,567,2022-10-20,4,2023,117,217,560,560,572,7,NA,NA
"9","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-3.20468074083147,31.0199573325961,2985,2985.01,NA,568,2022-10-20,5,2023,117,217,560,560,572,8,NA,NA
"10","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-4.06639082740197,31.8816674191666,2985,2985.01,NA,569,2022-10-20,6,2023,117,217,560,560,572,9,NA,NA
"11","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-4.88863747978842,32.7039140715531,2985,2985.01,NA,570,2022-10-20,7,2023,117,217,560,560,572,10,NA,NA
"12","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-5.67639201315932,33.491668604924,2985,2985.01,NA,571,2022-10-20,8,2023,117,217,560,560,572,11,NA,NA
"13","abundance","ESSS",0.95,"controls","DM",13.9076382958823,-6.4336621358958,34.2489387276605,2985,2985.01,NA,572,2022-10-20,9,2023,117,217,560,560,572,12,NA,NA
