"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","psGARCH","all","RO",0.17748691476008172,0,1,217,567,568,580,0.95,126,,3555
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","psGARCH","all","RO",0.20704152560433392,0,2,217,567,568,580,0.95,126,,3555
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","psGARCH","all","RO",0.21193701093091508,0,1,217,567,568,580,0.95,126,,3555
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","psGARCH","all","RO",0.21274724432730277,0,1,217,567,568,580,0.95,126,,3555
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","psGARCH","all","RO",0.21288131542023594,0,1,217,567,568,580,0.95,126,,3555
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","psGARCH","all","RO",0.2129035053473296,0,2,217,567,568,580,0.95,126,,3555
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","psGARCH","all","RO",0.21290717320457825,0,1,217,567,568,580,0.95,126,,3555
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","psGARCH","all","RO",0.21290778015149084,0,1,217,567,568,580,0.95,126,,3555
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","psGARCH","all","RO",0.21290788057595533,0,1,217,567,568,580,0.95,126,,3555
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","psGARCH","all","RO",0.2129078971947393,0,1,217,567,568,580,0.95,126,,3555
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","psGARCH","all","RO",0.21290789994414705,0,2,217,567,568,580,0.95,126,,3555
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","psGARCH","all","RO",0.23555159319590951,0,2,217,567,568,580,0.95,126,,3555
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","psGARCH","all","RO",0.21665296407248538,0,1,217,567,568,580,0.95,126,,3555
