"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","controls","PM",0.10137794174728086,-1.0482544823343298,1.2510103658288916,217,567,568,580,0.95,126,,3260
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","controls","PM",0.09851357337449781,-1.0641135487831266,1.261140695532122,217,567,568,580,0.95,126,,3260
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","controls","PM",0.08760153634396478,-1.15395910288844,1.3291621755763696,217,567,568,580,0.95,126,,3260
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","controls","PM",0.05809288480116189,-1.2474740563279223,1.3636598259302461,217,567,568,580,0.95,126,,3260
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","controls","PM",0.020664125358795752,-1.337855010649138,1.3791832613667296,217,567,568,580,0.95,126,,3260
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","controls","PM",-0.013811456484373916,-1.4389498284377986,1.4113269154690509,217,567,568,580,0.95,126,,3260
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","controls","PM",-0.03968277930066788,-1.5184983232949292,1.4391327646935932,217,567,568,580,0.95,126,,3260
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","controls","PM",-0.05044136447277392,-1.5774776095586085,1.4765948806130607,217,567,568,580,0.95,126,,3260
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","controls","PM",-0.04131974132263481,-1.6206251380032832,1.5379856553580138,217,567,568,580,0.95,126,,3260
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","controls","PM",-0.01518719409577066,-1.644206769392239,1.6138323812006978,217,567,568,580,0.95,126,,3260
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","controls","PM",0.020183730216596425,-1.6559400058059421,1.6963074662391349,217,567,568,580,0.95,126,,3260
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","controls","PM",0.0573008250309074,-1.665585448887093,1.780187098948908,217,567,568,580,0.95,126,,3260
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","controls","PM",0.08586219694378233,-1.6821937120795878,1.8539181059671523,217,567,568,580,0.95,126,,3260
