"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","OT",0.95,0.485858418120997,0,2,2432,"2432.06",,554,2022-04-28,4,2022,92,217,554,554,566,0,,
"abundance","pevGARCH","exclosures","OT",0.95,0.826480030739882,0,3,2432,"2432.06",,555,2022-04-28,4,2022,92,217,554,554,566,1,,
"abundance","pevGARCH","exclosures","OT",0.95,1.05703278613096,0,4,2432,"2432.06",,556,2022-04-28,5,2022,92,217,554,554,566,2,,
"abundance","pevGARCH","exclosures","OT",0.95,1.29933465888543,0,5,2432,"2432.06",,557,2022-04-28,6,2022,92,217,554,554,566,3,,
"abundance","pevGARCH","exclosures","OT",0.95,1.50247726969381,0,5,2432,"2432.06",,558,2022-04-28,7,2022,92,217,554,554,566,4,,
"abundance","pevGARCH","exclosures","OT",0.95,1.65221708423471,0,6,2432,"2432.06",,559,2022-04-28,8,2022,92,217,554,554,566,5,,
"abundance","pevGARCH","exclosures","OT",0.95,1.67453253575621,0,6,2432,"2432.06",,560,2022-04-28,9,2022,92,217,554,554,566,6,,
"abundance","pevGARCH","exclosures","OT",0.95,1.48662444692747,0,6,2432,"2432.06",,561,2022-04-28,10,2022,92,217,554,554,566,7,,
"abundance","pevGARCH","exclosures","OT",0.95,1.42487171769487,0,5,2432,"2432.06",,562,2022-04-28,11,2022,92,217,554,554,566,8,,
"abundance","pevGARCH","exclosures","OT",0.95,1.25478463493642,0,5,2432,"2432.06",,563,2022-04-28,12,2022,92,217,554,554,566,9,,
"abundance","pevGARCH","exclosures","OT",0.95,1.08102029266,0,4,2432,"2432.06",,564,2022-04-28,1,2023,92,217,554,554,566,10,,
"abundance","pevGARCH","exclosures","OT",0.95,1.00202492489834,0,4,2432,"2432.06",,565,2022-04-28,2,2023,92,217,554,554,566,11,,
"abundance","pevGARCH","exclosures","OT",0.95,1.03103650677312,0,4,2432,"2432.06",,566,2022-04-28,3,2023,92,217,554,554,566,12,,
