"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","NaiveArima","controls","DM",20,11.7270028862039,28.2729971137961,0.95,2144,2144.01,NA,552,2022-02-17,1,2022,82,217,552,552,564,0,NA,NA
"2","abundance","NaiveArima","controls","DM",20,8.30021528019613,31.6997847198039,0.95,2144,2144.01,NA,553,2022-02-17,3,2022,82,217,552,552,564,1,NA,NA
"3","abundance","NaiveArima","controls","DM",20,5.67074866803453,34.3292513319655,0.95,2144,2144.01,NA,554,2022-02-17,4,2022,82,217,552,552,564,2,NA,NA
"4","abundance","NaiveArima","controls","DM",20,3.45400577240786,36.5459942275921,0.95,2144,2144.01,NA,555,2022-02-17,4,2022,82,217,552,552,564,3,NA,NA
"5","abundance","NaiveArima","controls","DM",20,1.50101607589243,38.4989839241076,0.95,2144,2144.01,NA,556,2022-02-17,5,2022,82,217,552,552,564,4,NA,NA
"6","abundance","NaiveArima","controls","DM",20,-0.264621572318305,40.2646215723183,0.95,2144,2144.01,NA,557,2022-02-17,6,2022,82,217,552,552,564,5,NA,NA
"7","abundance","NaiveArima","controls","DM",20,-1.88829296025952,41.8882929602595,0.95,2144,2144.01,NA,558,2022-02-17,7,2022,82,217,552,552,564,6,NA,NA
"8","abundance","NaiveArima","controls","DM",20,-3.39956943960774,43.3995694396077,0.95,2144,2144.01,NA,559,2022-02-17,8,2022,82,217,552,552,564,7,NA,NA
"9","abundance","NaiveArima","controls","DM",20,-4.8189913413882,44.8189913413882,0.95,2144,2144.01,NA,560,2022-02-17,9,2022,82,217,552,552,564,8,NA,NA
"10","abundance","NaiveArima","controls","DM",20,-6.16151395559478,46.1615139555948,0.95,2144,2144.01,NA,561,2022-02-17,10,2022,82,217,552,552,564,9,NA,NA
"11","abundance","NaiveArima","controls","DM",20,-7.43842731815471,47.4384273181547,0.95,2144,2144.01,NA,562,2022-02-17,11,2022,82,217,552,552,564,10,NA,NA
"12","abundance","NaiveArima","controls","DM",20,-8.65850266393094,48.6585026639309,0.95,2144,2144.01,NA,563,2022-02-17,12,2022,82,217,552,552,564,11,NA,NA
"13","abundance","NaiveArima","controls","DM",20,-9.82871529555731,49.8287152955573,0.95,2144,2144.01,NA,564,2022-02-17,1,2023,82,217,552,552,564,12,NA,NA
