"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-06-30",4,2022,"abundance","pevGARCH","all","PB",101,0.95,22.7400507345649,14,33,"2644.8",2644,NA,555,217,557,555,569,-2,NA,NA
"2022-06-30",5,2022,"abundance","pevGARCH","all","PB",101,0.95,23.6505066518319,12,38,"2644.8",2644,NA,556,217,557,555,569,-1,NA,NA
"2022-06-30",6,2022,"abundance","pevGARCH","all","PB",101,0.95,25.1483321140483,11,43,"2644.8",2644,NA,557,217,557,555,569,0,NA,NA
"2022-06-30",7,2022,"abundance","pevGARCH","all","PB",101,0.95,26.7166431088379,11,47,"2644.8",2644,NA,558,217,557,555,569,1,NA,NA
"2022-06-30",8,2022,"abundance","pevGARCH","all","PB",101,0.95,28.1612331729693,10,53,"2644.8",2644,NA,559,217,557,555,569,2,NA,NA
"2022-06-30",9,2022,"abundance","pevGARCH","all","PB",101,0.95,28.5697099859505,8,57,"2644.8",2644,NA,560,217,557,555,569,3,NA,NA
"2022-06-30",10,2022,"abundance","pevGARCH","all","PB",101,0.95,28.1072576990751,8,58,"2644.8",2644,NA,561,217,557,555,569,4,NA,NA
"2022-06-30",11,2022,"abundance","pevGARCH","all","PB",101,0.95,27.135922569803,7,57,"2644.8",2644,NA,562,217,557,555,569,5,NA,NA
"2022-06-30",12,2022,"abundance","pevGARCH","all","PB",101,0.95,25.5461631111266,7,54,"2644.8",2644,NA,563,217,557,555,569,6,NA,NA
"2022-06-30",1,2023,"abundance","pevGARCH","all","PB",101,0.95,24.7007092309451,6,53,"2644.8",2644,NA,564,217,557,555,569,7,NA,NA
"2022-06-30",2,2023,"abundance","pevGARCH","all","PB",101,0.95,23.9302593371411,5,54,"2644.8",2644,NA,565,217,557,555,569,8,NA,NA
"2022-06-30",3,2023,"abundance","pevGARCH","all","PB",101,0.95,23.9111830400748,5,54,"2644.8",2644,NA,566,217,557,555,569,9,NA,NA
"2022-06-30",4,2023,"abundance","pevGARCH","all","PB",101,0.95,25.6708967517108,5,57,"2644.8",2644,NA,567,217,557,555,569,10,NA,NA
"2022-06-30",5,2023,"abundance","pevGARCH","all","PB",101,0.95,28.199347311474,6,64,"2644.8",2644,NA,568,217,557,555,569,11,NA,NA
"2022-06-30",6,2023,"abundance","pevGARCH","all","PB",101,0.95,31.1987565663434,5,70,"2644.8",2644,NA,569,217,557,555,569,12,NA,NA
