"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-20",9,2022,"abundance","jags_RW","dm_controls","DM",13.953,7.279,21.225,117,0.95,"2987.1",2987,NA,560,217,560,560,572,0,NA,NA
"2022-10-20",10,2022,"abundance","jags_RW","dm_controls","DM",23.987,0.177,81.92,117,0.95,"2987.1",2987,NA,561,217,560,560,572,1,NA,NA
"2022-10-20",11,2022,"abundance","jags_RW","dm_controls","DM",33.651,0,172.26,117,0.95,"2987.1",2987,NA,562,217,560,560,572,2,NA,NA
"2022-10-20",12,2022,"abundance","jags_RW","dm_controls","DM",39.296,0.517,196.9,117,0.95,"2987.1",2987,NA,563,217,560,560,572,3,NA,NA
"2022-10-20",1,2023,"abundance","jags_RW","dm_controls","DM",43.032,0.274,196.9,117,0.95,"2987.1",2987,NA,564,217,560,560,572,4,NA,NA
"2022-10-20",2,2023,"abundance","jags_RW","dm_controls","DM",44.995,0.159,196.9,117,0.95,"2987.1",2987,NA,565,217,560,560,572,5,NA,NA
"2022-10-20",3,2023,"abundance","jags_RW","dm_controls","DM",46.314,0.07,196.9,117,0.95,"2987.1",2987,NA,566,217,560,560,572,6,NA,NA
"2022-10-20",4,2023,"abundance","jags_RW","dm_controls","DM",46.358,0.022,196.9,117,0.95,"2987.1",2987,NA,567,217,560,560,572,7,NA,NA
"2022-10-20",5,2023,"abundance","jags_RW","dm_controls","DM",47.049,0,196.9,117,0.95,"2987.1",2987,NA,568,217,560,560,572,8,NA,NA
"2022-10-20",6,2023,"abundance","jags_RW","dm_controls","DM",46.989,0,196.9,117,0.95,"2987.1",2987,NA,569,217,560,560,572,9,NA,NA
"2022-10-20",7,2023,"abundance","jags_RW","dm_controls","DM",46.775,0,196.9,117,0.95,"2987.1",2987,NA,570,217,560,560,572,10,NA,NA
"2022-10-20",8,2023,"abundance","jags_RW","dm_controls","DM",46.372,0,196.9,117,0.95,"2987.1",2987,NA,571,217,560,560,572,11,NA,NA
"2022-10-20",9,2023,"abundance","jags_RW","dm_controls","DM",45.645,0,196.9,117,0.95,"2987.1",2987,NA,572,217,560,560,572,12,NA,NA
