"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","all","DS",1.330460189595304e-28,-0.7269458890534295,0.7269458890534295,217,567,568,580,0.95,126,,3282
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","all","DS",1.330460189595304e-28,-0.8767646138314026,0.8767646138314026,217,567,568,580,0.95,126,,3282
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.0044809856449128,1.0044809856449128,217,567,568,580,0.95,126,,3282
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.1176975946012513,1.1176975946012513,217,567,568,580,0.95,126,,3282
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.2204563799795018,1.2204563799795018,217,567,568,580,0.95,126,,3282
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.3152108720231588,1.3152108720231588,217,567,568,580,0.95,126,,3282
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.4035830934943487,1.4035830934943487,217,567,568,580,0.95,126,,3282
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.4867115936853432,1.4867115936853432,217,567,568,580,0.95,126,,3282
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.5654319612342338,1.5654319612342338,217,567,568,580,0.95,126,,3282
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.6403789463745586,1.6403789463745586,217,567,568,580,0.95,126,,3282
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.71204817401969,1.71204817401969,217,567,568,580,0.95,126,,3282
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.7808354254729444,1.7808354254729444,217,567,568,580,0.95,126,,3282
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","all","DS",1.330460189595304e-28,-1.8470627155228514,1.8470627155228514,217,567,568,580,0.95,126,,3282
