"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-06-02",4,2022,555,"abundance","jags_logistic","dm_controls","DM",21.143,12.853,30.06,97,0.95,217,556,2546
"2022-06-02",5,2022,556,"abundance","jags_logistic","dm_controls","DM",34.223,0.345,122.479,97,0.95,217,556,2546
"2022-06-02",6,2022,557,"abundance","jags_logistic","dm_controls","DM",42.713,1.472,196.9,97,0.95,217,556,2546
"2022-06-02",7,2022,558,"abundance","jags_logistic","dm_controls","DM",46.895,0.767,196.9,97,0.95,217,556,2546
"2022-06-02",8,2022,559,"abundance","jags_logistic","dm_controls","DM",49.037,0.459,196.9,97,0.95,217,556,2546
"2022-06-02",9,2022,560,"abundance","jags_logistic","dm_controls","DM",49.638,0.276,196.9,97,0.95,217,556,2546
"2022-06-02",10,2022,561,"abundance","jags_logistic","dm_controls","DM",49.028,0.152,196.9,97,0.95,217,556,2546
"2022-06-02",11,2022,562,"abundance","jags_logistic","dm_controls","DM",48.572,0.08,196.9,97,0.95,217,556,2546
"2022-06-02",12,2022,563,"abundance","jags_logistic","dm_controls","DM",48.225,0.039,196.9,97,0.95,217,556,2546
"2022-06-02",1,2023,564,"abundance","jags_logistic","dm_controls","DM",47.169,0.002,196.9,97,0.95,217,556,2546
"2022-06-02",2,2023,565,"abundance","jags_logistic","dm_controls","DM",46.703,0,196.9,97,0.95,217,556,2546
"2022-06-02",3,2023,566,"abundance","jags_logistic","dm_controls","DM",45.697,0,196.9,97,0.95,217,556,2546
"2022-06-02",4,2023,567,"abundance","jags_logistic","dm_controls","DM",45.175,0,196.9,97,0.95,217,556,2546
"2022-06-02",5,2023,568,"abundance","jags_logistic","dm_controls","DM",43.967,0,196.9,97,0.95,217,556,2546
