"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-28",4,2022,554,"abundance","jags_logistic","dm_controls","DM",26.775,17.208,36.803,92,0.95,217,554,2416
"2022-04-28",4,2022,555,"abundance","jags_logistic","dm_controls","DM",41.244,0.414,149.483,92,0.95,217,554,2416
"2022-04-28",5,2022,556,"abundance","jags_logistic","dm_controls","DM",49.548,1.857,196.9,92,0.95,217,554,2416
"2022-04-28",6,2022,557,"abundance","jags_logistic","dm_controls","DM",53.278,1.013,196.9,92,0.95,217,554,2416
"2022-04-28",7,2022,558,"abundance","jags_logistic","dm_controls","DM",54.279,0.543,196.9,92,0.95,217,554,2416
"2022-04-28",8,2022,559,"abundance","jags_logistic","dm_controls","DM",54.633,0.336,196.9,92,0.95,217,554,2416
"2022-04-28",9,2022,560,"abundance","jags_logistic","dm_controls","DM",53.625,0.204,196.9,92,0.95,217,554,2416
"2022-04-28",10,2022,561,"abundance","jags_logistic","dm_controls","DM",52.485,0.123,196.9,92,0.95,217,554,2416
"2022-04-28",11,2022,562,"abundance","jags_logistic","dm_controls","DM",50.865,0.054,196.9,92,0.95,217,554,2416
"2022-04-28",12,2022,563,"abundance","jags_logistic","dm_controls","DM",50.044,0.013,196.9,92,0.95,217,554,2416
"2022-04-28",1,2023,564,"abundance","jags_logistic","dm_controls","DM",48.284,0,196.9,92,0.95,217,554,2416
"2022-04-28",2,2023,565,"abundance","jags_logistic","dm_controls","DM",47.548,0,196.9,92,0.95,217,554,2416
"2022-04-28",3,2023,566,"abundance","jags_logistic","dm_controls","DM",46.642,0,196.9,92,0.95,217,554,2416
