"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","controls","PM",0.13425427233904833,0,1,217,567,568,580,0.95,126,,3442
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","controls","PM",0.15214452530239736,0,1,217,567,568,580,0.95,126,,3442
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","controls","PM",0.15452736012573953,0,1,217,567,568,580,0.95,126,,3442
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","controls","PM",0.1548447145676033,0,1,217,567,568,580,0.95,126,,3442
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","controls","PM",0.1548869806187462,0,1,217,567,568,580,0.95,126,,3442
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","controls","PM",0.15489260971007207,0,1,217,567,568,580,0.95,126,,3442
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","controls","PM",0.1548933594054826,0,1,217,567,568,580,0.95,126,,3442
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","controls","PM",0.15489345925165054,0,1,217,567,568,580,0.95,126,,3442
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","controls","PM",0.15489347254939395,0,1,217,567,568,580,0.95,126,,3442
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","controls","PM",0.15489347432041817,0,1,217,567,568,580,0.95,126,,3442
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","controls","PM",0.1548934745562873,0,1,217,567,568,580,0.95,126,,3442
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","controls","PM",0.15489347458770086,0,1,217,567,568,580,0.95,126,,3442
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","controls","PM",0.15489347459188457,0,1,217,567,568,580,0.95,126,,3442
