"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",19.923,11.95,29.03,0.95,2313,2313.01,NA,552,2022-03-31,1,2022,88,217,553,552,565,-1,NA,NA
"2","abundance","jags_RW","controls","DM",33.657,0.129,119.196,0.95,2313,2313.01,NA,553,2022-03-31,3,2022,88,217,553,552,565,0,NA,NA
"3","abundance","jags_RW","controls","DM",43.57,1.457,196.9,0.95,2313,2313.01,NA,554,2022-03-31,4,2022,88,217,553,552,565,1,NA,NA
"4","abundance","jags_RW","controls","DM",49.483,0.764,196.9,0.95,2313,2313.01,NA,555,2022-03-31,4,2022,88,217,553,552,565,2,NA,NA
"5","abundance","jags_RW","controls","DM",52.488,0.44,196.9,0.95,2313,2313.01,NA,556,2022-03-31,5,2022,88,217,553,552,565,3,NA,NA
"6","abundance","jags_RW","controls","DM",53.34,0.266,196.9,0.95,2313,2313.01,NA,557,2022-03-31,6,2022,88,217,553,552,565,4,NA,NA
"7","abundance","jags_RW","controls","DM",53.509,0.156,196.9,0.95,2313,2313.01,NA,558,2022-03-31,7,2022,88,217,553,552,565,5,NA,NA
"8","abundance","jags_RW","controls","DM",53.669,0.071,196.9,0.95,2313,2313.01,NA,559,2022-03-31,8,2022,88,217,553,552,565,6,NA,NA
"9","abundance","jags_RW","controls","DM",52.458,0.024,196.9,0.95,2313,2313.01,NA,560,2022-03-31,9,2022,88,217,553,552,565,7,NA,NA
"10","abundance","jags_RW","controls","DM",52.162,0,196.9,0.95,2313,2313.01,NA,561,2022-03-31,10,2022,88,217,553,552,565,8,NA,NA
"11","abundance","jags_RW","controls","DM",50.872,0,196.9,0.95,2313,2313.01,NA,562,2022-03-31,11,2022,88,217,553,552,565,9,NA,NA
"12","abundance","jags_RW","controls","DM",50.476,0,196.9,0.95,2313,2313.01,NA,563,2022-03-31,12,2022,88,217,553,552,565,10,NA,NA
"13","abundance","jags_RW","controls","DM",50.059,0,196.9,0.95,2313,2313.01,NA,564,2022-03-31,1,2023,88,217,553,552,565,11,NA,NA
"14","abundance","jags_RW","controls","DM",49.069,0,196.9,0.95,2313,2313.01,NA,565,2022-03-31,2,2023,88,217,553,552,565,12,NA,NA
