"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-16",2,2023,"abundance","nbGARCH",119,0.95,"controls","DM",18.5357271857306,10,28,"3038.2",3038,NA,565,217,564,565,576,1,NA,NA
"2023-02-16",3,2023,"abundance","nbGARCH",119,0.95,"controls","DM",18.2097386431394,9,30,"3038.2",3038,NA,566,217,564,565,576,2,NA,NA
"2023-02-16",4,2023,"abundance","nbGARCH",119,0.95,"controls","DM",17.8784148092389,7,29,"3038.2",3038,NA,567,217,564,565,576,3,NA,NA
"2023-02-16",5,2023,"abundance","nbGARCH",119,0.95,"controls","DM",17.585553372969,6,31,"3038.2",3038,NA,568,217,564,565,576,4,NA,NA
"2023-02-16",6,2023,"abundance","nbGARCH",119,0.95,"controls","DM",17.3208750092453,6,32,"3038.2",3038,NA,569,217,564,565,576,5,NA,NA
"2023-02-16",7,2023,"abundance","nbGARCH",119,0.95,"controls","DM",17.076924689416,6,31,"3038.2",3038,NA,570,217,564,565,576,6,NA,NA
"2023-02-16",8,2023,"abundance","nbGARCH",119,0.95,"controls","DM",16.8451521191628,6,30,"3038.2",3038,NA,571,217,564,565,576,7,NA,NA
"2023-02-16",9,2023,"abundance","nbGARCH",119,0.95,"controls","DM",16.6777688489888,5,31,"3038.2",3038,NA,572,217,564,565,576,8,NA,NA
"2023-02-16",10,2023,"abundance","nbGARCH",119,0.95,"controls","DM",16.4616203613303,4,31,"3038.2",3038,NA,573,217,564,565,576,9,NA,NA
"2023-02-16",11,2023,"abundance","nbGARCH",119,0.95,"controls","DM",16.3541756524816,4,31,"3038.2",3038,NA,574,217,564,565,576,10,NA,NA
"2023-02-16",12,2023,"abundance","nbGARCH",119,0.95,"controls","DM",16.3483096273087,4,32,"3038.2",3038,NA,575,217,564,565,576,11,NA,NA
"2023-02-16",1,2024,"abundance","nbGARCH",119,0.95,"controls","DM",16.4159004857777,4,31,"3038.2",3038,NA,576,217,564,565,576,12,NA,NA
