"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","controls","OL",-0.18304566709231326,-2.2808460432327466,1.91475470904812,217,567,568,580,0.95,126,,3396
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","controls","OL",-0.22612768693338844,-2.7953979388147303,2.3431425649479536,217,567,568,580,0.95,126,,3396
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","controls","OL",-0.2188323304545709,-3.1855700735437513,2.74790541263461,217,567,568,580,0.95,126,,3396
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","controls","OL",-0.1617530048014244,-3.4786666372822816,3.1551606276794333,217,567,568,580,0.95,126,,3396
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","controls","OL",-0.07392001173260701,-3.7074168473449385,3.5595768238797243,217,567,568,580,0.95,126,,3396
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","controls","OL",0.02868634851503648,-3.8959387881664655,3.9533114851965383,217,567,568,580,0.95,126,,3396
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","controls","OL",0.11497394717988879,-4.0806268051009775,4.310574699460756,217,567,568,580,0.95,126,,3396
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","controls","OL",0.16659548615271264,-4.2835111284810585,4.616702100786484,217,567,568,580,0.95,126,,3396
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","controls","OL",0.16876905911061837,-4.522055185164017,4.859593303385255,217,567,568,580,0.95,126,,3396
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","controls","OL",0.12093865006047014,-4.798839322545833,5.040716622666773,217,567,568,580,0.95,126,,3396
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","controls","OL",0.03684493721782425,-5.101695566544859,5.1753854409805085,217,567,568,580,0.95,126,,3396
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","controls","OL",-0.06431662246031032,-5.412679149241487,5.284045904320866,217,567,568,580,0.95,126,,3396
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","controls","OL",-0.15536250816016578,-5.7056206036855075,5.394895587365176,217,567,568,580,0.95,126,,3396
