"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-20",9,2022,"abundance","pevGARCH","exclosures","DO",117,0.95,0.172230265157998,0,1,"2998.3",2998,NA,560,217,560,560,572,0,NA,NA
"2022-10-20",10,2022,"abundance","pevGARCH","exclosures","DO",117,0.95,0.271824000412459,0,2,"2998.3",2998,NA,561,217,560,560,572,1,NA,NA
"2022-10-20",11,2022,"abundance","pevGARCH","exclosures","DO",117,0.95,0.394508985201285,0,2,"2998.3",2998,NA,562,217,560,560,572,2,NA,NA
"2022-10-20",12,2022,"abundance","pevGARCH","exclosures","DO",117,0.95,0.563602689487786,0,3,"2998.3",2998,NA,563,217,560,560,572,3,NA,NA
"2022-10-20",1,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.717414156393286,0,3,"2998.3",2998,NA,564,217,560,560,572,4,NA,NA
"2022-10-20",2,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.729608018698448,0,3,"2998.3",2998,NA,565,217,560,560,572,5,NA,NA
"2022-10-20",3,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.659002341005209,0,3,"2998.3",2998,NA,566,217,560,560,572,6,NA,NA
"2022-10-20",4,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.219621498609411,0,1,"2998.3",2998,NA,567,217,560,560,572,7,NA,NA
"2022-10-20",5,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.115171610307745,0,1,"2998.3",2998,NA,568,217,560,560,572,8,NA,NA
"2022-10-20",6,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.0973153216934154,0,1,"2998.3",2998,NA,569,217,560,560,572,9,NA,NA
"2022-10-20",7,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.100217966302381,0,1,"2998.3",2998,NA,570,217,560,560,572,10,NA,NA
"2022-10-20",8,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.117765361700279,0,1,"2998.3",2998,NA,571,217,560,560,572,11,NA,NA
"2022-10-20",9,2023,"abundance","pevGARCH","exclosures","DO",117,0.95,0.119624595136532,0,1,"2998.3",2998,NA,572,217,560,560,572,12,NA,NA
