"date","currency","model","level","species","aic","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2017-11-15","abundance","ESSS","All","total",3078.91433984281,217,499,499
"2017-11-15","abundance","AutoArima","All","total",93.0967117826335,217,499,499
"2017-11-15","abundance","nbGARCH","All","BA",379.002057968669,217,499,499
"2017-11-15","abundance","nbGARCH","All","DM",1639.34104332118,217,499,499
"2017-11-15","abundance","nbGARCH","All","DO",1420.72907772101,217,499,499
"2017-11-15","abundance","nbGARCH","All","DS",218.181916772905,217,499,499
"2017-11-15","abundance","nbGARCH","All","NA",840.286929605801,217,499,499
"2017-11-15","abundance","nbGARCH","All","OL",755.108591999498,217,499,499
"2017-11-15","abundance","nbGARCH","All","OT",1380.57951959106,217,499,499
"2017-11-15","abundance","nbGARCH","All","PB",1669.37958073745,217,499,499
"2017-11-15","abundance","nbGARCH","All","PE",1121.36842736202,217,499,499
"2017-11-15","abundance","nbGARCH","All","PF",983.779052361403,217,499,499
"2017-11-15","abundance","nbGARCH","All","PH",82.4396984832021,217,499,499
"2017-11-15","abundance","nbGARCH","All","PL",334.587234518451,217,499,499
"2017-11-15","abundance","nbGARCH","All","PM",652.875976046797,217,499,499
"2017-11-15","abundance","nbGARCH","All","PP",2159.5648012712,217,499,499
"2017-11-15","abundance","nbGARCH","All","RF",1e+06,217,499,499
"2017-11-15","abundance","nbGARCH","All","RM",1024.28630549419,217,499,499
"2017-11-15","abundance","nbGARCH","All","RO",265.190413952609,217,499,499
"2017-11-15","abundance","nbGARCH","All","SF",445.547353840996,217,499,499
"2017-11-15","abundance","nbGARCH","All","SH",519.95336022105,217,499,499
"2017-11-15","abundance","nbGARCH","All","SO",1e+06,217,499,499
"2017-11-15","abundance","nbGARCH","All","total",2457.99743330478,217,499,499
"2017-11-15","abundance","pevGARCH","All","BA",581.78136406149,217,499,499
"2017-11-15","abundance","pevGARCH","All","DM",1667.52179784666,217,499,499
"2017-11-15","abundance","pevGARCH","All","DO",1473.64172641317,217,499,499
"2017-11-15","abundance","pevGARCH","All","DS",282.420734878164,217,499,499
"2017-11-15","abundance","pevGARCH","All","NA",839.934096411054,217,499,499
"2017-11-15","abundance","pevGARCH","All","OL",807.72794601747,217,499,499
"2017-11-15","abundance","pevGARCH","All","OT",1479.707318529,217,499,499
"2017-11-15","abundance","pevGARCH","All","PB",2016.86905003195,217,499,499
"2017-11-15","abundance","pevGARCH","All","PE",1180.98572076265,217,499,499
"2017-11-15","abundance","pevGARCH","All","PF",1194.1432392041,217,499,499
"2017-11-15","abundance","pevGARCH","All","PH",99.1859485813112,217,499,499
"2017-11-15","abundance","pevGARCH","All","PL",401.632370885081,217,499,499
"2017-11-15","abundance","pevGARCH","All","PM",758.712157235124,217,499,499
"2017-11-15","abundance","pevGARCH","All","PP",4802.32044596313,217,499,499
"2017-11-15","abundance","pevGARCH","All","RF",61.7138576905682,217,499,499
"2017-11-15","abundance","pevGARCH","All","RM",1245.41691964529,217,499,499
"2017-11-15","abundance","pevGARCH","All","RO",267.02982142945,217,499,499
"2017-11-15","abundance","pevGARCH","All","SF",602.524751628406,217,499,499
"2017-11-15","abundance","pevGARCH","All","SH",602.283420877875,217,499,499
"2017-11-15","abundance","pevGARCH","All","SO",24.5413766052979,217,499,499
"2017-11-15","abundance","pevGARCH","All","total",3975.58208701957,217,499,499
"2017-11-15","abundance","ESSS","Controls","total",2444.96690293485,217,499,499
"2017-11-15","abundance","AutoArima","Controls","total",174.316664508386,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","BA",234.870157647321,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","DM",1354.53444889244,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","DO",911.705658795525,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","DS",160.258274063826,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","NA",173.961435175193,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","OL",387.567981429633,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","OT",872.162669499927,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PB",668.21897344255,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PE",311.941063848855,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PF",512.711297108501,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PH",1e+06,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PL",46.6202995519374,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PM",224.767744162312,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","PP",1442.93510465932,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","RF",1e+06,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","RM",327.484187362156,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","RO",54.7701709867845,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","SF",226.65834566637,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","SH",128.981645619502,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","SO",1e+06,217,499,499
"2017-11-15","abundance","nbGARCH","Controls","total",1821.3351063479,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","BA",279.421820454699,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","DM",1350.80594139405,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","DO",894.192916233836,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","DS",155.90297965545,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","NA",173.64942626184,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","OL",390.524972273096,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","OT",879.002204800527,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","PB",721.31062059526,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","PE",318.481062967287,217,499,499
"2017-11-15","abundance","pevGARCH","Controls","PF",556.160503781919,217,499,499
