"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","all","RM",36.376390591568345,25,48,217,567,568,580,0.95,126,,3507
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","all","RM",33.1615130674951,19,48,217,567,568,580,0.95,126,,3507
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","all","RM",30.309238534874478,15,48,217,567,568,580,0.95,126,,3507
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","all","RM",27.778166574057575,12,47,217,567,568,580,0.95,126,,3507
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","all","RM",25.534363334921892,10,48,217,567,568,580,0.95,126,,3507
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","all","RM",23.543476052072315,7,46,217,567,568,580,0.95,126,,3507
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","all","RM",21.776996174306174,6,44,217,567,568,580,0.95,126,,3507
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","all","RM",20.209629574020756,5,44,217,567,568,580,0.95,126,,3507
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","all","RM",17.198050006049314,3,38,217,567,568,580,0.95,126,,3507
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","all","RM",14.373019312621782,2,32,217,567,568,580,0.95,126,,3507
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","all","RM",11.722204971460295,1,29,217,567,568,580,0.95,126,,3507
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","all","RM",9.314733054549682,1,23,217,567,568,580,0.95,126,,3507
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","all","RM",7.4518683263846865,0,20,217,567,568,580,0.95,126,,3507
