"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-03-02",2,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.798,13.426,24.743,121,0.95,"3075.1",3075,NA,565,217,565,565,577,0,NA,NA
"2023-03-02",3,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.832,11.962,26.67,121,0.95,"3075.1",3075,NA,566,217,565,565,577,1,NA,NA
"2023-03-02",4,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.858,10.565,27.852,121,0.95,"3075.1",3075,NA,567,217,565,565,577,2,NA,NA
"2023-03-02",5,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.916,9.794,29.194,121,0.95,"3075.1",3075,NA,568,217,565,565,577,3,NA,NA
"2023-03-02",6,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.973,9.145,30.506,121,0.95,"3075.1",3075,NA,569,217,565,565,577,4,NA,NA
"2023-03-02",7,2023,"abundance","jags_logistic_competition_covariates","controls","DM",19.032,8.674,31.427,121,0.95,"3075.1",3075,NA,570,217,565,565,577,5,NA,NA
"2023-03-02",8,2023,"abundance","jags_logistic_competition_covariates","controls","DM",19.05,8.131,31.67,121,0.95,"3075.1",3075,NA,571,217,565,565,577,6,NA,NA
"2023-03-02",9,2023,"abundance","jags_logistic_competition_covariates","controls","DM",19.006,7.857,32.006,121,0.95,"3075.1",3075,NA,572,217,565,565,577,7,NA,NA
"2023-03-02",10,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.902,7.267,32.054,121,0.95,"3075.1",3075,NA,573,217,565,565,577,8,NA,NA
"2023-03-02",11,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.813,7.115,32.458,121,0.95,"3075.1",3075,NA,574,217,565,565,577,9,NA,NA
"2023-03-02",12,2023,"abundance","jags_logistic_competition_covariates","controls","DM",18.758,7.329,33.179,121,0.95,"3075.1",3075,NA,575,217,565,565,577,10,NA,NA
"2023-03-02",1,2024,"abundance","jags_logistic_competition_covariates","controls","DM",18.71,6.849,33.15,121,0.95,"3075.1",3075,NA,576,217,565,565,577,11,NA,NA
"2023-03-02",2,2024,"abundance","jags_logistic_competition_covariates","controls","DM",18.662,6.721,33.214,121,0.95,"3075.1",3075,NA,577,217,565,565,577,12,NA,NA
