"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","OL",0.0946217554784823,-0.951690384662905,1.14093389561987,0.95,942,"942.05",,528,2020-07-02,2,2020,39,217,532,528,544,-4,,
"abundance","AutoArima","exclosures","OL",0.120329506195525,-0.963635525783992,1.20429453817504,0.95,942,"942.05",,529,2020-07-02,3,2020,39,217,532,528,544,-3,,
"abundance","AutoArima","exclosures","OL",0.151978065709008,-0.981493829454961,1.28544996087298,0.95,942,"942.05",,530,2020-07-02,4,2020,39,217,532,528,544,-2,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,531,2020-07-02,5,2020,39,217,532,528,544,-1,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,532,2020-07-02,6,2020,39,217,532,528,544,0,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,533,2020-07-02,7,2020,39,217,532,528,544,1,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,534,2020-07-02,8,2020,39,217,532,528,544,2,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,535,2020-07-02,9,2020,39,217,532,528,544,3,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,536,2020-07-02,10,2020,39,217,532,528,544,4,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,537,2020-07-02,11,2020,39,217,532,528,544,5,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,538,2020-07-02,12,2020,39,217,532,528,544,6,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,539,2020-07-02,1,2021,39,217,532,528,544,7,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,540,2020-07-02,2,2021,39,217,532,528,544,8,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,541,2020-07-02,3,2021,39,217,532,528,544,9,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,542,2020-07-02,4,2021,39,217,532,528,544,10,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,543,2020-07-02,5,2021,39,217,532,528,544,11,,
"abundance","AutoArima","exclosures","OL",0.192090210780617,-1.02186190011585,1.40604232167708,0.95,942,"942.05",,544,2020-07-02,6,2021,39,217,532,528,544,12,,
