"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","exclosures","OT",0,-3.23563679304841,3.23563679304841,0.95,1699,"1699.06",,545,2021-09-20,7,2021,67,217,547,545,559,-2,,
"abundance","NaiveArima","exclosures","OT",0,-4.57588143564244,4.57588143564244,0.95,1699,"1699.06",,546,2021-09-20,8,2021,67,217,547,545,559,-1,,
"abundance","NaiveArima","exclosures","OT",0,-5.60428732039906,5.60428732039906,0.95,1699,"1699.06",,547,2021-09-20,9,2021,67,217,547,545,559,0,,
"abundance","NaiveArima","exclosures","OT",0,-6.47127358609681,6.47127358609681,0.95,1699,"1699.06",,548,2021-09-20,10,2021,67,217,547,545,559,1,,
"abundance","NaiveArima","exclosures","OT",0,-7.23510381975565,7.23510381975565,0.95,1699,"1699.06",,549,2021-09-20,11,2021,67,217,547,545,559,2,,
"abundance","NaiveArima","exclosures","OT",0,-7.92565913594393,7.92565913594393,0.95,1699,"1699.06",,550,2021-09-20,12,2021,67,217,547,545,559,3,,
"abundance","NaiveArima","exclosures","OT",0,-8.56069028733665,8.56069028733665,0.95,1699,"1699.06",,551,2021-09-20,1,2022,67,217,547,545,559,4,,
"abundance","NaiveArima","exclosures","OT",0,-9.15176287128488,9.15176287128488,0.95,1699,"1699.06",,552,2021-09-20,2,2022,67,217,547,545,559,5,,
"abundance","NaiveArima","exclosures","OT",0,-9.70691037914522,9.70691037914522,0.95,1699,"1699.06",,553,2021-09-20,3,2022,67,217,547,545,559,6,,
"abundance","NaiveArima","exclosures","OT",0,-10.2319819470758,10.2319819470758,0.95,1699,"1699.06",,554,2021-09-20,4,2022,67,217,547,545,559,7,,
"abundance","NaiveArima","exclosures","OT",0,-10.7313932004104,10.7313932004104,0.95,1699,"1699.06",,555,2021-09-20,4,2022,67,217,547,545,559,8,,
"abundance","NaiveArima","exclosures","OT",0,-11.2085746407981,11.2085746407981,0.95,1699,"1699.06",,556,2021-09-20,5,2022,67,217,547,545,559,9,,
"abundance","NaiveArima","exclosures","OT",0,-11.6662543661139,11.6662543661139,0.95,1699,"1699.06",,557,2021-09-20,6,2022,67,217,547,545,559,10,,
"abundance","NaiveArima","exclosures","OT",0,-12.1066443076271,12.1066443076271,0.95,1699,"1699.06",,558,2021-09-20,7,2022,67,217,547,545,559,11,,
"abundance","NaiveArima","exclosures","OT",0,-12.5315674138524,12.5315674138524,0.95,1699,"1699.06",,559,2021-09-20,8,2022,67,217,547,545,559,12,,
